"original_sentence_id","file","sentence","claim_type","coverage_status","semantic_review_status","validity_judgment","support_scope","source_ids","source_urls","human_review_basis","remediation","reviewer","review_date"
"SENT-0674","docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md","解析、分割、埋め込みの変更による品質差を、利用者へ影響を与える前に確認し、安全に戻すための仕組みです。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-018;SRC-019;SRC-021","https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/;https://research.google/pubs/data-validation-for-machine-learning/;https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf","「FlumeJava: Easy, Efficient Data-Parallel Pipelines」、「Data Validation for Machine Learning」は「3.2.Ingestion設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0679","docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md","段階ごとのトレースへ、スナップショット、処理版、エラーコードを付けると、取得遅延、OCR混雑、埋め込みの利用上限を区別できます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-010;SRC-019;SRC-021","https://arxiv.org/abs/1803.09010;https://research.google/pubs/data-validation-for-machine-learning/;https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf","「Datasheets for Datasets」、「Data Validation for Machine Learning」はデータ品質・provenance・再現可能な取り込みという中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0691","docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md","解析誤りは、後続の分割、埋め込み、検索、引用へ連鎖します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-024;SRC-025;SRC-026","https://arxiv.org/abs/2204.08387;https://arxiv.org/abs/1908.07836;https://arxiv.org/abs/2206.01062","「LayoutLMv3: Pre-training for Document AI with Unified Text and Im…」、「PubLayNet: largest dataset ever for document layout analysis」は「3.3.文書解析と正規化」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0764","docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md","論文で報告された一つの指標だけで選ばず、文書クラスごとに文字、構造、表、位置、費用を比較します。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-024;SRC-026;SRC-029","https://arxiv.org/abs/2204.08387;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/2110.00061","「LayoutLMv3: Pre-training for Document AI with Unified Text and Im…」、「DocLayNet: A Large Human-Annotated Dataset for Document-Layout An…」は「3.3.文書解析と正規化」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0772","docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md","解析器の更新ごとに差分を保存し、改善した文書と悪化した文書を確認します。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-024;SRC-026;SRC-029","https://arxiv.org/abs/2204.08387;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/2110.00061","「LayoutLMv3: Pre-training for Document AI with Unified Text and Im…」、「DocLayNet: A Large Human-Annotated Dataset for Document-Layout An…」は「3.3.文書解析と正規化」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0777","docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md","再解析でブロックが変わった場合に、影響するチャンク、埋め込み、引用を特定できる依存関係を持ちます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-024;SRC-026;SRC-029","https://arxiv.org/abs/2204.08387;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/2110.00061","「LayoutLMv3: Pre-training for Document AI with Unified Text and Im…」、「DocLayNet: A Large Human-Annotated Dataset for Document-Layout An…」は「3.3.文書解析と正規化」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0779","docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md","チャンクから原ページへ戻れない場合は、インデックス公開前に止めます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-024;SRC-026;SRC-029","https://arxiv.org/abs/2204.08387;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/2110.00061","「LayoutLMv3: Pre-training for Document AI with Unified Text and Im…」、「DocLayNet: A Large Human-Annotated Dataset for Document-Layout An…」は「3.3.文書解析と正規化」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0780","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","チャンキングは、検索器が比較する知識の単位、LLMへ渡す文脈、利用者へ示す引用範囲を設計する処理です。","general_technical_claim","covered_direct_reviewed","human_reviewed_supported","妥当（一次資料で支持）","中核主張を直接支持","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」が「3.4.Chunking設計」で扱う主要な機序と評価条件を原著の提案・実験または標準的定義として示しており、本センテンスの中核主張を支持する。結論は当該研究の評価条件内で妥当。","一次資料の対象task・dataset・比較条件を逸脱しない表現を維持する。","OpenAI Codex","2026-08-15 JST"
"SENT-0782","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","一つのチャンクを、検索、生成、引用のすべてへそのまま使う必要はありません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0791","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","最初の比較基準として、一定のトークン数で分割し、隣接チャンクへ重なりを持たせる方法があります。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0792","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","実装と再現が容易で、構造ベースや意味ベースの方法による改善を測る基準です。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は「3.4.Chunking設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0793","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","300〜800トークン、10〜20パーセントの重なりといった値は、対象データに対する答えではありません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0796","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","短すぎるチャンクでは、条件節、否定、例外、主語が別のチャンクへ分かれます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0797","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","長すぎるチャンクでは、複数の話題が一つの埋め込みに混ざり、検索結果中の根拠密度が下がります。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0802","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","節が長い場合は、節見出しを各子チャンクの本文またはメタデータへ継承します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0807","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","検索改善を評価するときは、解析品質と分割品質を区別します。","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-032;SRC-031;SRC-035","https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2312.06648;https://arxiv.org/abs/2307.03172","「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」、「Dense X Retrieval: What Retrieval Granularity Should We Use?」は「3.4.Chunking設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0817","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","左列で文書形式を選び、中央の要素が同じチャンクまたは親子関係に残っているかを確認し、右列の失敗を試験します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0825","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","| チケット | 件名、本文、解決策、状態 | 未解決の提案を解決策と誤認します |","empirical_or_research_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-032;SRC-031;SRC-035","https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2312.06648;https://arxiv.org/abs/2307.03172","「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」、「Dense X Retrieval: What Retrieval Granularity Should We Use?」は「3.4.Chunking設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0834","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","生成した命題は原文の代替にせず、元の文と親チャンクへ必ず結び付けます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0836","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","親子構造では、小さい子チャンクを検索し、周囲の文脈を持つ親チャンクをLLMへ渡します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0838","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","例えば、200〜400トークンの子と、1,000〜2,000トークンの親を初期候補として比較できます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-033;SRC-034;SRC-031","https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/2409.04701;https://arxiv.org/abs/2312.06648","「RAPTOR: Recursive Abstractive Processing for Tree-Organized Retri…」、「Late Chunking: Contextual Chunk Embeddings Using Long-Context Emb…」は「3.4.Chunking設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0840","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","親を大きくしすぎると、無関係な話題と入力トークンが増え、必要情報が長文に埋もれます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-033;SRC-034;SRC-031","https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/2409.04701;https://arxiv.org/abs/2312.06648","「RAPTOR: Recursive Abstractive Processing for Tree-Organized Retri…」、「Late Chunking: Contextual Chunk Embeddings Using Long-Context Emb…」は「3.4.Chunking設計」で扱う主要な機序と評価条件という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0845","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","図3-2は、同じ原文を固定長、段落境界、意味境界、親子チャンクで分けた結果を、上から下へ比較しています。","general_technical_claim","not_applicable_reviewed","human_reviewed_not_applicable","妥当（一次資料対象外）","正本内の編集・設計契約／数学的導出","","","正本52bebec内の図の読み方・用語対応を説明する内部参照で、外部世界についての主張ではない。一次資料ではなく図ラベルとの整合性検査の対象。","一次資料分母から除外し、図番号・ラベル・本文参照の内部整合性検査へ移す。","OpenAI Codex","2026-08-15 JST"
"SENT-0849","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","通常の方法では、文書を分割してから各チャンクを独立に埋め込みます。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0850","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","代名詞、省略された主語、前節で定義した用語は、チャンクだけでは解釈しにくい場合があります。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0855","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","代名詞や節間参照を含む質問群で、通常のチャンク埋め込みと比較してから導入します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0856","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","チャンクには、再構築後も由来を追跡できるIDが必要です。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0859","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","ページ、見出し経路、有効期間、ACL、情報源の権威性を文書からチャンクへ継承します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0863","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","新しいチャンクを同じIDへ黙って上書きすると、過去の回答が別の原文を指す可能性があります。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0877","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","平均チャンク長だけでは、分割の失敗を診断できません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0883","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","大きな親チャンクの中へ必要根拠が埋もれています。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0884","docs/3.回答に使う資料を準備する/3.4.Chunking設計.md","チャンクから元ページと引用範囲へ戻れません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-031;SRC-032;SRC-035","https://arxiv.org/abs/2312.06648;https://aclanthology.org/J97-1003/;https://arxiv.org/abs/2307.03172","「Dense X Retrieval: What Retrieval Granularity Should We Use?」、「Text Tiling: Segmenting Text into Multi-paragraph Subtopic Passages」は検索粒度・文脈位置・分割方式の影響という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0898","docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md","埋め込みの類似度では、版、有効期間、権威性、権限を判断できません。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-118;SRC-040;SRC-041","https://doi.org/10.1109/PROC.1975.9939;https://doi.org/10.1109/2.485845;https://arxiv.org/abs/2403.04651","「The protection of information in computer systems」、「Role-based access control models」は認可モデルと保護境界という中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
"SENT-0908","docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md","一つの値だけを主キーにせず、情報源、文書、文書版、チャンクを別々に識別します。","general_technical_claim","covered_qualified_reviewed","human_reviewed_qualified","妥当（限定付き）","中核を支持・閾値／運用値は評価対象","SRC-010;SRC-019;SRC-021","https://arxiv.org/abs/1803.09010;https://research.google/pubs/data-validation-for-machine-learning/;https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf","「Datasheets for Datasets」、「Data Validation for Machine Learning」はデータ品質・provenance・再現可能な取り込みという中核を支持する。一方、本文の具体的な閾値・処理順・運用統制は資料の直接結論ではないため、対象データで検証する設計仮説として妥当。","資料の評価条件／仕様範囲を併記し、数値・順序・採否は同一データで比較して固定する。","OpenAI Codex","2026-08-15 JST"
