sentence_id,primary_verdict,independent_verdict,final_verdict,final_revised_sentence,final_reason,final_normative_criteria,final_exceptions,final_action,adjudicator,adjudication_date
SENT-0213,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、startsWithはOpenSearch Serverlessだけに対応します。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md:62 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、startsWithはOpenSearch Serverlessだけに対応します。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0215,REWRITE_REQUIRED,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,S3 Vectorsを直接queryする場合は、S3 Vectorsのmetadata filterに記載されたoperatorだけを使います。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md:62 の現文を「S3 Vectorsを直接queryする場合は、S3 Vectorsのmetadata filterに記載されたoperatorだけを使います。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0224,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、ここでいう一体型のRetrieveAndGenerateは、カスタマーマネージド型のKnowledge Baseでだけ使用します。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:5 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、ここでいう一体型のRetrieveAndGenerateは、カスタマーマネージド型のKnowledge Baseでだけ使用します。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0225,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、AWSのRetrieveAndGenerate API Referenceに示されるとおり、Managed Knowledge Baseでは使用できません。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:5 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、AWSのRetrieveAndGenerate API Referenceに示されるとおり、Managed Knowledge Baseでは使用できません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0226,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,Managed Knowledge BaseではRetrieveまたはAgenticRetrieveStreamで根拠を取得し、生成が必要な場合は結果をConverseへ渡します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:5 の現文を「Managed Knowledge BaseではRetrieveまたはAgenticRetrieveStreamで根拠を取得し、生成が必要な場合は結果をConverseへ渡します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0227,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,カスタマーマネージド型でKnowledge Basesの標準引用と生成が要件を満たす場合はRetrieveAndGenerateを使います。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:7 の現文を「カスタマーマネージド型でKnowledge Basesの標準引用と生成が要件を満たす場合はRetrieveAndGenerateを使います。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0228,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,検索結果の重複、版、矛盾、根拠不足を独自に検査する場合は、Retrieve → LambdaでEvidence Set作成 → Converseへ分けます。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:7 の現文を「検索結果の重複、版、矛盾、根拠不足を独自に検査する場合は、Retrieve → LambdaでEvidence Set作成 → Converseへ分けます。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0232,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、分離型では、Retrieveの結果からtext、location、metadata、scoreを受け取り、citationid、chunkid、documentid、version、sourceuri、retrievalrank、textへ正規化します。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:14 の現文を「本ガイドで扱う対象構成では、分離型では、Retrieveの結果からtext、location、metadata、scoreを受け取り、citationid、chunkid、documentid、version、sourceuri、retrievalrank、textへ正規化します。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0235,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,各根拠を ... のように識別し、回答の各主張へE01形式のcitation IDを付けるようにします。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の識別子、設定、成果物を同じ版IDまたはtrace IDで結び、任意の回答から元文書、chunk、検索順位、設定版まで再現できることを確認する。,保存期間や個人情報の制約がある場合は値を削除するのではなく、承認済みの仮名化、分離保管、期間制限で追跡可能性を維持する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:18 の現文を「各根拠を ... のように識別し、回答の各主張へE01形式のcitation IDを付けるようにします。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0240,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,JSON Schemaで出力を制約できるmodelとregionは利用時点の対応状況を確認し、非対応の場合もアプリケーション側で同じschemaを検証します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:24 の現文を「JSON Schemaで出力を制約できるmodelとregionは利用時点の対応状況を確認し、非対応の場合もアプリケーション側で同じschemaを検証します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0242,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、生成後は、未知のcitation ID、citationのない検証可能な主張、取得本文に支持されない主張を検出します。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:26 の現文を「本ガイドで扱う対象構成では、生成後は、未知のcitation ID、citationのない検証可能な主張、取得本文に支持されない主張を検出します。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0244,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、Amazon Bedrock Guardrailsは有害内容や機密情報の検査へ使えますが、根拠の正しさや文書アクセス条件を検証する機能ではありません。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:28 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、Amazon Bedrock Guardrailsは有害内容や機密情報の検査へ使えますが、根拠の正しさや文書アクセス条件を検証する機能ではありません。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0245,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,RAG固有のcitation検査、claim support、answerabilityは[根拠に基づく回答](../6.根拠に基づいて回答する/序文.md)の基準で別に実装します。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,「RAG固有のcitation検査、claim support、answerabilityは[根拠に基づく回答](../6.根拠に基づいて回答する…」を適用する対象、前提条件、観測指標、合否閾値、責任者を同じ節または設計記録に明示する。,法令、契約、利用時点の公式仕様、または対象データでの再現試験が異なる条件を要求する場合は、その差分と承認理由を記録して適用範囲を更新する。,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md:28 の現文を「RAG固有のcitation検査、claim support、answerabilityは[根拠に基づく回答](../6.根拠に基づいて回答する/序文.md)の基準で別に実装します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0246,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,評価データをS3へ置き、Knowledge BaseのRAG評価で検索だけの評価と、検索から生成までの評価を分けます。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/10.AWSで設計・実装する/10.6.評価と運用を接続する.md:5 の現文を「評価データをS3へ置き、Knowledge BaseのRAG評価で検索だけの評価と、検索から生成までの評価を分けます。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0247,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,Bedrock Evaluationsの結果に加え、[品質評価](../7.品質を評価し改善する/序文.md)で定義したgold evidence、回答保留、citation correctnessを同じdataset IDへ結び付けます。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.6.評価と運用を接続する.md:5 の現文を「Bedrock Evaluationsの結果に加え、[品質評価](../7.品質を評価し改善する/序文.md)で定義したgold evidence、回答保留、citation correctnessを同じdataset IDへ結び付けます。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0257,REWRITE_REQUIRED,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,初期の公開基準例は、gold evidenceに対するRecall@20、rerank後の上位5件のcoverage、citation correctness、answerable判定、p95 latency、質問当たり費用です。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/10.AWSで設計・実装する/10.6.評価と運用を接続する.md:22 の現文を「初期の公開基準例は、gold evidenceに対するRecall@20、rerank後の上位5件のcoverage、citation correctness、answerable判定、p95 latency、質問当たり費用です。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0265,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「S3 → Knowledge Bases → S3 Vectors → Retrieve → Converse」とします。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:7 の現文を「利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「S3 → Knowledge Bases → S3 Vectors → Retrieve → Converse」とします。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0266,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、Titan Text Embeddings V2の1024次元、float32、正規化、cosineを基準にし、default chunking約300 token、Retrieve 20件、rerank後5件から評価を始めます。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:9 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、Titan Text Embeddings V2の1024次元、float32、正規化、cosineを基準にし、default chunking約300 token、Retrieve 20件、rerank後5件から評価を始めます。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0268,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「S3 → Knowledge Bases → hybrid対応vector store → Retrieve(HYBRID) → reranker → Converse」とします。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:13 の現文を「利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「S3 → Knowledge Bases → hybrid対応vector store → Retrieve(HYBRID) → reranker → Converse」とします。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0269,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,Amazon OpenSearch Serverlessを使う場合、indexはfaiss engineで作成し、embedding modelと同じdimensionのvector field、raw chunkを保存するfilterableなtext field、filter対象metadata、Bedrock metadata fieldを定義します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中のサービス、API、field、operator、region、versionを設定manifestへ固定し、利用時点の公式仕様で対応状況と制限を確認した構成だけを統合試験へ進める。,対象region/versionの公式仕様が非対応または変更済みの場合は適用せず、同じ要件を満たす対応機能か独自実装へ切り替えて再試験する。,docs/10.AWSで設計・実装する/10.7.構成パターン.md:15 の現文を「Amazon OpenSearch Serverlessを使う場合、indexはfaiss engineで作成し、embedding modelと同じdimensionのvector field、raw chunkを保存するfilterableなtext field、filter対象metadata、Bedrock metadata fieldを定義します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0274,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,APPROPRIATE_NORMATIVE,固有名詞、識別子、表記揺れを含むqueryでRecallが改善するかを同じcandidate数で確認します。,現文は実装、評価、運用上の選択を明示する設計規範である。両案の修正文を再検討し、外的効果の断定ではなく規範として確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/10.AWSで設計・実装する/10.7.構成パターン.md:17 の現文を「固有名詞、識別子、表記揺れを含むqueryでRecallが改善するかを同じcandidate数で確認します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0275,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「Lambda → S3 Vectorsのdense検索 + OpenSearchのBM25 → RRF → reranker → Evidence Set → Converse」とします。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:21 の現文を「利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「Lambda → S3 Vectorsのdense検索 + OpenSearchのBM25 → RRF → reranker → Evidence Set → Converse」とします。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0276,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、vector保存量をS3 Vectorsへ置きつつ、語彙一致を別検索器で補う構成です。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:23 の現文を「利用時点の対象リージョンの公式仕様で前提機能と制限を確認したうえで、vector保存量をS3 Vectorsへ置きつつ、語彙一致を別検索器で補う構成です。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0277,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,本ガイドで扱う対象構成では、各検索器には同じchunkid、version、filter metadata、アクセス制御属性を登録し、取り込み、更新、削除を両方へ伝播させます。,現文は条件依存の技術的因果・能力を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:23 の現文を「本ガイドで扱う対象構成では、各検索器には同じchunkid、version、filter metadata、アクセス制御属性を登録し、取り込み、更新、削除を両方へ伝播させます。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
SENT-0278,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,初期値として各20件を取得し、RRFで20件へ統合してから5件へrerankします。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の工程順と分岐ごとに入力、出力、責任主体、成功条件、失敗時の遷移をmanifestへ定義し、統合試験で追跡可能性を確認する。,より単純な工程が同じ品質、安全性、遅延、費用、追跡可能性の受入条件を満たす場合は、その代替構成を採用できる。,docs/10.AWSで設計・実装する/10.7.構成パターン.md:23 の現文を「初期値として各20件を取得し、RRFで20件へ統合してから5件へrerankします。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0279,APPROPRIATE_NORMATIVE,REWRITE_REQUIRED,APPROPRIATE_NORMATIVE,denseのみ、BM25のみ、統合後を別々に記録し、各retrieverのtimeoutと部分失敗も評価します。,現文は実装、評価、運用上の選択を明示する設計規範である。判定差は外部事実と設計判断の混同によるため、観測可能なcriteriaと例外を付けて規範側へ確定した。文中の対象、条件、否定、列挙は修正文に保持した。,文中の比較について対象dataset、gold evidence、baseline、candidate数、指標、合否閾値を固定し、平均値だけでなく失敗sliceと回帰を記録する。,文中の数値は初期候補であり、dataset、model、index、負荷、言語、業務リスクが変わる場合は再測定して閾値を更新する。,docs/10.AWSで設計・実装する/10.7.構成パターン.md:23 の現文を「denseのみ、BM25のみ、統合後を別々に記録し、各retrieverのtimeoutと部分失敗も評価します。」へ置換し、同じ節または設計台帳へfinal_normative_criteriaとfinal_exceptionsを実装する。sentence projectionを再抽出し、規範ラベルと条件・否定を同期する。,codex-wave4-adjudicator,2026-08-15
SENT-0280,REWRITE_REQUIRED,REWRITE_REQUIRED,REWRITE_REQUIRED,利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「LambdaまたはStep Functions → Knowledge Bases + Athena/Aurora/Redshift + Neptune Analytics → Evidence Set → Converse」とします。,現文は版・regionで変わり得る製品仕様を含む外部事実で、直接locatorのない状態では無条件に採用できない。NORMATIVE化や削除では元の意味が変わるため、主体、具体的対象、条件、否定を残し、研究範囲、利用時点の仕様、または対象データでの検証へ限定した完成文に確定した。,NOT_APPLICABLE_NON_NORMATIVE,NOT_APPLICABLE_NON_NORMATIVE,docs/10.AWSで設計・実装する/10.7.構成パターン.md:27 の現文を「利用時点の対象リージョンで各サービス間の契約を確認し、構成経路を「LambdaまたはStep Functions → Knowledge Bases + Athena/Aurora/Redshift + Neptune Analytics → Evidence Set → Converse」とします。」へ置換する。置換後にsentence projectionを再抽出し、主体、対象、条件、否定、列挙がfinal_revised_sentenceと一致することを確認する。,codex-wave4-adjudicator,2026-08-15
