source_id,label_in_guide,url,source_type,role,title_resolved,authors_or_owner,year,resolution_status,http_status,used_by_units,first_file,notes
SRC-057,Query Resolution for Conversational Search / Query Resolution,https://arxiv.org/abs/2005.11723,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Query Resolution for Conversational Search with Limited Supervision,"Voskarides, Nikos; Li, Dan; Ren, Pengjie; Kanoulas, Evangelos; de Rijke, Maarten",2020,resolved,200,4.1.1;9.2.1,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,
SRC-058,Adaptive-RAG,https://arxiv.org/abs/2403.14403,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,"Jeong, Soyeong; Baek, Jinheon; Cho, Sukmin; Hwang, Sung Ju; Park, Jong C.",2024,resolved,200,4.1.1;4.1.6;8.6.3;9.1.3,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,
SRC-059,長いコンテキストとRAGの比較研究 / RAGと長文入力を比較する研究 / RAGと長文入力を比較した研究,https://arxiv.org/abs/2407.16833,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Retrieval Augmented Generation or Long-Context LLMs? A Comprehensive Study and Hybrid Approach,"Li, Zhuowan; Li, Cheng; Zhang, Mingyang; Mei, Qiaozhu; Bendersky, Michael",2024,resolved,200,4.1.5;9.1.3;9.5.1,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,
SRC-060,IRCoT,https://arxiv.org/abs/2212.10509,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,"Trivedi, Harsh; Balasubramanian, Niranjan; Khot, Tushar; Sabharwal, Ashish",2022,resolved,200,4.1.6;4.2.4;9.9.3,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,
SRC-061,Rewrite-Retrieve-Read,https://arxiv.org/abs/2305.14283,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Query Rewriting for Retrieval-Augmented Large Language Models,"Ma, Xinbei; Gong, Yeyun; He, Pengcheng; Zhao, Hai; Duan, Nan",2023,resolved,200,4.2.1,docs/4.質問に合う根拠を探す/4.2.Query変換.md,
SRC-062,Document Expansion by Query Prediction,https://arxiv.org/abs/1904.08375,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Document Expansion by Query Prediction,"Nogueira, Rodrigo; Yang, Wei; Lin, Jimmy; Cho, Kyunghyun",2019,resolved,200,4.2.2;4.3.5,docs/4.質問に合う根拠を探す/4.2.Query変換.md,
SRC-063,Query2doc / Query2docの論文,https://arxiv.org/abs/2303.07678,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Query2doc: Query Expansion with Large Language Models,"Wang, Liang; Yang, Nan; Wei, Furu",2023,resolved,200,4.2.2;4.2.3,docs/4.質問に合う根拠を探す/4.2.Query変換.md,
SRC-064,**RRF（Reciprocal Rank Fusion、相互順位統合）** / RRFの原論文 / Reciprocal Rank Fusion / 相互順位統合 / Reciprocal Rank Fusion Outperforms Condorcet and Individual Rank Learning Methods,https://dl.acm.org/doi/10.1145/1571941.1572114,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Reciprocal rank fusion outperforms condorcet and individual rank learning methods,Gordon V. Cormack; Charles L A Clarke; Stefan Buettcher,2009,resolved,200,4.2.2;4.5.4;7.4.3;9.3.3;11.3.1,docs/4.質問に合う根拠を探す/4.2.Query変換.md,metadata_resolved_via=Crossref; doi=10.1145/1571941.1572114
SRC-065,HyDE / HyDEの研究 / Precise Zero-Shot Dense Retrieval without Relevance Labels,https://arxiv.org/abs/2212.10496,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Precise Zero-Shot Dense Retrieval without Relevance Labels,"Gao, Luyu; Ma, Xueguang; Lin, Jimmy; Callan, Jamie",2022,resolved,200,4.2.3;7.4.3;11.3.2,docs/4.質問に合う根拠を探す/4.2.Query変換.md,
SRC-066,BEIR / BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models,https://arxiv.org/abs/2104.08663,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models,"Thakur, Nandan; Reimers, Nils; Rücklé, Andreas; Srivastava, Abhishek; Gurevych, Iryna",2021,resolved,200,4.3.1;4.5.1;7.1.4;7.4.1;7.4.3;11.3.1,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-067,語の重み付けを比較した研究 / Term-weighting approaches in automatic text retrieval,https://www.sciencedirect.com/science/article/pii/0306457388900210,一次資料候補,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Site Unavailable,,,resolved,200,4.3.3;11.3.1,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-068,SPLADE,https://arxiv.org/abs/2107.05720,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking,"Formal, Thibault; Piwowarski, Benjamin; Clinchant, Stéphane",2021,resolved,200,4.3.5;7.4.3,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-069,DeepImpact,https://arxiv.org/abs/2104.12016,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Learning Passage Impacts for Inverted Indexes,"Mallia, Antonio; Khattab, Omar; Tonellotto, Nicola; Suel, Torsten",2021,resolved,200,4.3.5,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-070,SPLADE v2,https://arxiv.org/abs/2109.10086,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval,"Formal, Thibault; Lassance, Carlos; Piwowarski, Benjamin; Clinchant, Stéphane",2021,resolved,200,4.3.5,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-071,学習型疎検索の分野適応,https://aclanthology.org/2022.aacl-main.57/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Unsupervised Domain Adaptation for Sparse Retrieval by Filling Vocabulary and Word Frequency Gaps,Hiroki Iida; Naoaki Okazaki,2022,resolved,200,4.3.5,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,
SRC-072,ANCE,https://arxiv.org/abs/2007.00808,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,"Xiong, Lee; Xiong, Chenyan; Li, Ye; Tang, Kwok-Fung; Liu, Jialin; Bennett, Paul; Ahmed, Junaid; Overwijk, Arnold",2020,resolved,200,4.4.2,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,
SRC-073,E5 / Text Embeddings by Weakly-Supervised Contrastive Pre-training,https://arxiv.org/abs/2212.03533,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Text Embeddings by Weakly-Supervised Contrastive Pre-training,"Wang, Liang; Yang, Nan; Huang, Xiaolong; Jiao, Binxing; Yang, Linjun; Jiang, Daxin; Majumder, Rangan; Wei, Furu",2022,resolved,200,4.4.2;11.3.2,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,
SRC-074,Contriever,https://arxiv.org/abs/2112.09118,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Unsupervised Dense Information Retrieval with Contrastive Learning,"Izacard, Gautier; Caron, Mathilde; Hosseini, Lucas; Riedel, Sebastian; Bojanowski, Piotr; Joulin, Armand; Grave, Edouard",2021,resolved,200,4.4.2,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,
SRC-075,ColBERTv2,https://arxiv.org/abs/2112.01488,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,"Santhanam, Keshav; Khattab, Omar; Saad-Falcon, Jon; Potts, Christopher; Zaharia, Matei",2021,resolved,200,4.4.5,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,
SRC-076,M3-Embedding,https://arxiv.org/abs/2402.03216,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation","Chen, Jianlv; Xiao, Shitao; Zhang, Peitian; Luo, Kun; Lian, Defu; Liu, Zheng",2024,resolved,200,4.4.5,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,
SRC-077,語の一致と意味の一致を組み合わせた研究,https://arxiv.org/abs/2010.01195,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Leveraging Semantic and Lexical Matching to Improve the Recall of Document Retrieval Systems: A Hybrid Approach,"Kuzi, Saar; Zhang, Mingyang; Li, Cheng; Bendersky, Michael; Najork, Marc",2020,resolved,200,4.5.1,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,
SRC-078,ハイブリッド検索の統合法を比べた研究,https://arxiv.org/abs/2210.11934,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,An Analysis of Fusion Functions for Hybrid Retrieval,"Bruch, Sebastian; Gai, Siyu; Ingber, Amir",2022,resolved,200,4.5.4,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,
SRC-079,フィルターを考慮した距離を学習するワークショップ公開論文,https://openreview.net/forum?id=dILIRHcYvC,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Learning Filter-Aware Distance Metrics for Nearest Neighbor Search with Multiple Filters,Ananya Sutradhar; Suryansh Gupta; Ravishankar Krishnaswamy; Haiyang Xu; Aseem Rastogi; Gopal Srinivasa,2025,resolved,200,5.1.2,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,redirected_to=https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DdILIRHcYvC; metadata_override=publisher_or_official_source
SRC-080,学習データの重複除去研究,https://arxiv.org/abs/2107.06499,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Deduplicating Training Data Makes Language Models Better,"Lee, Katherine; Ippolito, Daphne; Nystrom, Andrew; Zhang, Chiyuan; Eck, Douglas; Callison-Burch, Chris; Carlini, Nicholas",2021,resolved,200,5.2.1,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,
SRC-081,ウェブ収集文書の近似重複検出,https://dl.acm.org/doi/10.1145/1242572.1242592,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Detecting near-duplicates for web crawling,Gurmeet Singh Manku; Arvind Jain; Anish Das Sarma,2007,resolved,200,5.2.2,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,metadata_resolved_via=Crossref; doi=10.1145/1242572.1242592
SRC-082,"MMRの研究 / MMR / The Use of MMR, Diversity-Based Reranking for Reordering Documents and Producing Summaries",https://dl.acm.org/doi/10.1145/290941.291025,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"The use of MMR, diversity-based reranking for reordering documents and producing summaries",Jaime Carbonell; Jade Goldstein,1998,resolved,200,5.2.3;7.5.3;11.3.1,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,metadata_resolved_via=Crossref; doi=10.1145/290941.291025
SRC-083,IntenT5,https://arxiv.org/abs/2108.04026,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,IntenT5: Search Result Diversification using Causal Language Models,"MacAvaney, Sean; Macdonald, Craig; Murray-Smith, Roderick; Ounis, Iadh",2021,resolved,200,5.2.3,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,
SRC-084,BERT passage reranking / BERTによる文書断片の再順位付け / Passage Re-ranking with BERT,https://arxiv.org/abs/1901.04085,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Passage Re-ranking with BERT,"Nogueira, Rodrigo; Cho, Kyunghyun",2019,resolved,200,5.3.1;7.5.2;11.3.2,docs/5.根拠を選別・整形する/5.3.Reranking.md,
SRC-085,LLMによる追加学習なしの一覧比較,https://arxiv.org/abs/2305.02156,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Zero-Shot Listwise Document Reranking with a Large Language Model,"Ma, Xueguang; Zhang, Xinyu; Pradeep, Ronak; Lin, Jimmy",2023,resolved,200,5.3.2,docs/5.根拠を選別・整形する/5.3.Reranking.md,
SRC-086,monoT5 / Document Ranking with a Pretrained Sequence-to-Sequence Model,https://arxiv.org/abs/2003.06713,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Document Ranking with a Pretrained Sequence-to-Sequence Model,"Nogueira, Rodrigo; Jiang, Zhiying; Lin, Jimmy",2020,resolved,200,5.3.2;7.5.2;11.3.2,docs/5.根拠を選別・整形する/5.3.Reranking.md,
SRC-087,RankT5,https://arxiv.org/abs/2210.10634,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,"Zhuang, Honglei; Qin, Zhen; Jagerman, Rolf; Hui, Kai; Ma, Ji; Lu, Jing; Ni, Jianmo; Wang, Xuanhui; Bendersky, Michael",2022,resolved,200,5.3.2,docs/5.根拠を選別・整形する/5.3.Reranking.md,
SRC-088,GPT-4などを再順位付けに使った研究,https://arxiv.org/abs/2304.09542,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,"Sun, Weiwei; Yan, Lingyong; Ma, Xinyu; Wang, Shuaiqiang; Ren, Pengjie; Chen, Zhumin; Yin, Dawei; Ren, Zhaochun",2023,resolved,200,5.3.2,docs/5.根拠を選別・整形する/5.3.Reranking.md,
SRC-089,RECOMP / RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation,https://arxiv.org/abs/2310.04408,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation,"Xu, Fangyuan; Shi, Weijia; Choi, Eunsol",2023,resolved,200,5.4.1;7.1.2;7.5.4;8.6.3;11.3.4,docs/5.根拠を選別・整形する/5.4.Context compression.md,
SRC-090,RAGTruth,https://arxiv.org/abs/2401.00396,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models,"Niu, Cheng; Wu, Yuanhao; Zhu, Juno; Xu, Siliang; Shum, Kashun; Zhong, Randy; Song, Juntong; Zhang, Tong",2023,resolved,200,5.4.2;5.7.2;7.6.2,docs/5.根拠を選別・整形する/5.4.Context compression.md,
SRC-091,LLMLingua,https://arxiv.org/abs/2310.05736,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models,"Jiang, Huiqiang; Wu, Qianhui; Lin, Chin-Yew; Yang, Yuqing; Qiu, Lili",2023,resolved,200,5.4.2;7.5.4;8.5.2;8.6.3,docs/5.根拠を選別・整形する/5.4.Context compression.md,
SRC-092,LongLLMLingua,https://arxiv.org/abs/2310.06839,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression,"Jiang, Huiqiang; Wu, Qianhui; Luo, Xufang; Li, Dongsheng; Lin, Chin-Yew; Yang, Yuqing; Qiu, Lili",2023,resolved,200,5.4.2;9.5.3,docs/5.根拠を選別・整形する/5.4.Context compression.md,
SRC-093,Selective Context,https://arxiv.org/abs/2310.06201,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Compressing Context to Enhance Inference Efficiency of Large Language Models,"Li, Yucheng; Dong, Bo; Lin, Chenghua; Guerin, Frank",2023,resolved,200,5.4.2,docs/5.根拠を選別・整形する/5.4.Context compression.md,
SRC-094,FActScore / FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,https://arxiv.org/abs/2305.14251,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,"Min, Sewon; Krishna, Kalpesh; Lyu, Xinxi; Lewis, Mike; Yih, Wen-tau; Koh, Pang Wei; Iyyer, Mohit; Zettlemoyer, Luke; Hajishirzi, Hannaneh",2023,resolved,200,5.5.1;6.6.1;7.1.3;7.5.5;7.6.1;11.3.3,docs/5.根拠を選別・整形する/5.5.Evidence Set設計.md,
SRC-095,Attention Sorting,https://arxiv.org/abs/2310.01427,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Attention Sorting Combats Recency Bias In Long Context Language Models,"Peysakhovich, Alexander; Lerer, Adam",2023,resolved,200,5.6.2,docs/5.根拠を選別・整形する/5.6.Context packing.md,
SRC-096,間接プロンプトインジェクションの研究 / Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,https://arxiv.org/abs/2302.12173,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,"Greshake, Kai; Abdelnabi, Sahar; Mishra, Shailesh; Endres, Christoph; Holz, Thorsten; Fritz, Mario",2023,resolved,200,5.6.3;6.1.1;7.7.3;8.1.1;8.3.1;9.9.5;11.3.5,docs/5.根拠を選別・整形する/5.6.Context packing.md,
SRC-097,Corrective RAG / Corrective Retrieval Augmented Generation,https://arxiv.org/abs/2401.15884,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Corrective Retrieval Augmented Generation,"Yan, Shi-Qi; Gu, Jia-Chen; Zhu, Yun; Ling, Zhen-Hua",2024,resolved,200,5.7.3;9.1.2;9.9.2;11.3.4,docs/5.根拠を選別・整形する/5.7.矛盾・古い根拠の扱い.md,
SRC-098,RefChecker,https://arxiv.org/abs/2405.14486,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RefChecker: Reference-based Fine-grained Hallucination Checker and Benchmark for Large Language Models,"Hu, Xiangkun; Ru, Dongyu; Qiu, Lin; Guo, Qipeng; Zhang, Tianhang; Xu, Yang; Luo, Yun; Liu, Pengfei; Zhang, Yue; Zhang, Zheng",2024,resolved,200,5.7.4;7.6.1,docs/5.根拠を選別・整形する/5.7.矛盾・古い根拠の扱い.md,
SRC-099,RAG,https://arxiv.org/abs/2005.11401,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,"Lewis, Patrick; Perez, Ethan; Piktus, Aleksandra; Petroni, Fabio; Karpukhin, Vladimir; Goyal, Naman; Küttler, Heinrich; Lewis, Mike; Yih, Wen-tau; Rocktäschel, Tim; Riedel, Sebastian; Kiela, Douwe",2020,resolved,200,6.1.1,docs/6.根拠に基づいて回答する/6.1.Grounded prompt.md,
SRC-100,GopherCite / Teaching Language Models to Support Answers with Verified Quotes,https://arxiv.org/abs/2203.11147,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Teaching language models to support answers with verified quotes,"Menick, Jacob; Trebacz, Maja; Mikulik, Vladimir; Aslanides, John; Song, Francis; Chadwick, Martin; Glaese, Mia; Young, Susannah; Campbell-Gillingham, Lucy; Irving, Geoffrey; McAleese, Nat",2022,resolved,200,6.3.1;11.3.3,docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md,
SRC-101,SQuAD 2.0,https://arxiv.org/abs/1806.03822,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Know What You Don't Know: Unanswerable Questions for SQuAD,"Rajpurkar, Pranav; Jia, Robin; Liang, Percy",2018,resolved,200,6.3.1;7.2.1;7.6.4,docs/6.根拠に基づいて回答する/6.3.Answerability・Refusal.md,
SRC-102,Attributable to Identified Sources / Attributable to Identified Sourcesの研究 / 情報源への帰属を測る研究,https://arxiv.org/abs/2112.12870,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Measuring Attribution in Natural Language Generation Models,"Rashkin, Hannah; Nikolaev, Vitaly; Lamm, Matthew; Aroyo, Lora; Collins, Michael; Das, Dipanjan; Petrov, Slav; Tomar, Gaurav Singh; Turc, Iulia; Reitter, David",2021,resolved,200,6.4.1;7.6.3;8.4.1,docs/6.根拠に基づいて回答する/6.4.Citation設計.md,
SRC-103,Chain-of-Verification,https://arxiv.org/abs/2309.11495,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Chain-of-Verification Reduces Hallucination in Large Language Models,"Dhuliawala, Shehzaad; Komeili, Mojtaba; Xu, Jing; Raileanu, Roberta; Li, Xian; Celikyilmaz, Asli; Weston, Jason",2023,resolved,200,6.6.3,docs/6.根拠に基づいて回答する/6.6.Claim-level verification.md,
SRC-104,RARR,https://arxiv.org/abs/2210.08726,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,"RARR: Researching and Revising What Language Models Say, Using Language Models","Gao, Luyu; Dai, Zhuyun; Pasupat, Panupong; Chen, Anthony; Chaganty, Arun Tejasvi; Fan, Yicheng; Zhao, Vincent Y.; Lao, Ni; Lee, Hongrae; Juan, Da-Cheng; Guu, Kelvin",2022,resolved,200,6.6.4;8.4.2,docs/6.根拠に基づいて回答する/6.6.Claim-level verification.md,
SRC-105,RAG評価のサーベイ,https://arxiv.org/abs/2405.07437,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Evaluation of Retrieval-Augmented Generation: A Survey,"Yu, Hao; Gan, Aoran; Zhang, Kai; Tong, Shiwei; Liu, Qi; Liu, Zhaofeng",2024,resolved,200,7.1.3;7.7.1,docs/7.品質を評価し改善する/7.1.評価設計の全体像.md,
SRC-106,ARES,https://arxiv.org/abs/2311.09476,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems,"Saad-Falcon, Jon; Khattab, Omar; Potts, Christopher; Zaharia, Matei",2023,resolved,200,7.1.4;7.2.3;7.7.1,docs/7.品質を評価し改善する/7.1.評価設計の全体像.md,
SRC-107,RAGGED,https://arxiv.org/abs/2403.09040,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAGGED: Towards Informed Design of Scalable and Stable RAG Systems,"Hsia, Jennifer; Shaikh, Afreen; Wang, Zhiruo; Neubig, Graham",2024,resolved,200,7.10.1;7.5.6;9.5.2,docs/7.品質を評価し改善する/7.10.改善ループ.md,
SRC-108,CheckList / Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,https://aclanthology.org/2020.acl-main.442/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,Marco Tulio Ribeiro; Tongshuang Wu; Carlos Guestrin; Sameer Singh,2020,resolved,200,7.2.1;11.3.5,docs/7.品質を評価し改善する/7.2.評価データセット.md,
SRC-109,RGB,https://arxiv.org/abs/2309.01431,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Benchmarking Large Language Models in Retrieval-Augmented Generation,"Chen, Jiawei; Lin, Hongyu; Han, Xianpei; Sun, Le",2023,resolved,200,7.2.2;7.6.5;7.7.1;9.1.2,docs/7.品質を評価し改善する/7.2.評価データセット.md,
SRC-110,RAGChecker,https://arxiv.org/abs/2408.08067,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,RAGChecker: A Fine-grained Framework for Diagnosing Retrieval-Augmented Generation,"Ru, Dongyu; Qiu, Lin; Hu, Xiangkun; Zhang, Tianhang; Shi, Peng; Chang, Shuaichen; Jiayang, Cheng; Wang, Cunxiang; Sun, Shichao; Li, Huanyu; Zhang, Zizhao; Wang, Binjie; Jiang, Jiarong; He, Tong; Wang, Zhiguo; Liu, Pengfei; Zhang, Yue; Zhang, Zheng",2024,resolved,200,7.3.6;7.4.6;7.5.1;7.6.2;7.9.1;8.4.1;9.1.1,docs/7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md,
SRC-111,nDCGの基礎となる研究 / Cumulated Gain-Based Evaluation of IR Techniques,https://doi.org/10.1145/582415.582418,DOI解決先,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Cumulated gain-based evaluation of IR techniques,Kalervo Järvelin; Jaana Kekäläinen,2002,resolved,200,7.4.2;11.3.1,docs/7.品質を評価し改善する/7.4.Retrieval評価.md,metadata_resolved_via=Crossref; doi=10.1145/582415.582418
SRC-112,RAGAS,https://arxiv.org/abs/2309.15217,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Ragas: Automated Evaluation of Retrieval Augmented Generation,"Es, Shahul; James, Jithin; Espinosa-Anke, Luis; Schockaert, Steven",2023,resolved,200,7.6.2,docs/7.品質を評価し改善する/7.6.Generation評価.md,
SRC-113,G-Eval,https://arxiv.org/abs/2303.16634,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment,"Liu, Yang; Iter, Dan; Xu, Yichong; Wang, Shuohang; Xu, Ruochen; Zhu, Chenguang",2023,resolved,200,7.6.4;7.7.2,docs/7.品質を評価し改善する/7.6.Generation評価.md,
SRC-114,LLM採点者の研究 / MT-BenchとChatbot Arenaの研究,https://arxiv.org/abs/2306.05685,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,"Zheng, Lianmin; Chiang, Wei-Lin; Sheng, Ying; Zhuang, Siyuan; Wu, Zhanghao; Zhuang, Yonghao; Lin, Zi; Li, Zhuohan; Li, Dacheng; Xing, Eric P.; Zhang, Hao; Gonzalez, Joseph E.; Stoica, Ion",2023,resolved,200,7.6.6;7.7.2,docs/7.品質を評価し改善する/7.6.Generation評価.md,
SRC-115,HAGRID,https://arxiv.org/abs/2307.16883,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,HAGRID: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution,"Kamalloo, Ehsan; Jafari, Aref; Zhang, Xinyu; Thakur, Nandan; Lin, Jimmy",2023,resolved,200,7.7.2,docs/7.品質を評価し改善する/7.7.End-to-end評価.md,
