sentence_id,logical_operator,relation_disposition,evidence_source_ids,evidence_locator,spec_contract,relation_reviewer,relation_review_date,relation_status,notes
SENT-2025,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2030,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2061,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2062,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2098,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2154,NOT,SPEC_CONTRACT_SUPPORTED,,,図は同じ根拠を三つの位置で比較した実験結果ではありません。 図のcaptionと本文で三つの位置が同一根拠を比較した実験条件として記述されていないことを確認し、図を実験結果の数値比較として引用しないようfigure reviewへ記録します。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2157,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2158,NOT,SPEC_CONTRACT_SUPPORTED,,,並べ替えを使う場合は、質問群ごとの改善と費用を測り、位置だけを根拠の正しさの代わりにしないことを定める評価・採否規則について、本文に列挙した対象・条件・指標を個別fieldへ保存し、同一runの実装結果または評価結果と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2228,NOT,SOURCE_SUPPORTED,SRC-090,"https://arxiv.org/abs/2401.00396, Abstract, lines 16–18",,codex-independent-wave4,2026-08-15,VERIFIED,二者レビューで関係自体を一次資料locatorへ限定した。
SENT-2253,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2261,NOT,SPEC_CONTRACT_SUPPORTED,,,source trust、version、有効期間、ACL、citation payloadが欠損したunitは、scoreが高くても回答根拠として採用しないことを定める安全性・アクセス制御規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2347,NOT,SPEC_CONTRACT_SUPPORTED,,,gold fixtureごとにcomplete answer、partial answer、clarifying question、insufficient evidence、conflict、authorization denied、out of scopeの一状態を返し、状態と回答本文・citationの整合を確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2349,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2350,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2528,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,action候補を含む回答では、実行要求、typed parameter、approval status、execution resultを別objectとしてschema検証し、自然言語回答だけでtoolを実行しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2538,NOT,SPEC_CONTRACT_SUPPORTED,,,LLMへ付与する各tool permissionについて、業務owner、許可operation、argument制約、human approval、負試験を別のauthorization記録に持ち、引用研究だけで実行権限を承認しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2548,NOT,SPEC_CONTRACT_SUPPORTED,,,回答中の主張をcitation IDへ対応付け、根拠が支えない断定を検出できる形で返すことを定める追跡性・証跡管理規則について、この規則に列挙したID、version、artifactを必須schema fieldにし、任意のanswer/citationからsource document、original span、chunk、retrieval rank、configuration versionへ欠損なく到達できることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2630,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2636,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2641,NOT,SPEC_CONTRACT_SUPPORTED,,,結果には評価件数、信頼区間、評価者間一致率を添え、小さな点差を直ちに改善とは判断しないことを定める評価・採否規則について、本文に列挙した対象・条件・指標を個別fieldへ保存し、同一runの実装結果または評価結果と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2644,NOT,SPEC_CONTRACT_SUPPORTED,,,同じevaluation runのquestion-level差分からimproved、unchanged、regressedの件数を算出し、三件数の合計が評価対象総数と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2666,NOT,SPEC_CONTRACT_SUPPORTED,,,各change recordにtarget component、expected improvement、non-regression metric、owner、release ID、pre-change trace IDを必須化し、欠損recordをexperiment開始前に拒否する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2668,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2678,NOT,SPEC_CONTRACT_SUPPORTED,,,変更案は局所metricの改善に加えてend-to-end品質、p95 latency、request cost、運用手順数のguardrailを同一runで検査し、一つでも許容範囲外なら採用しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2696,NOT,SPEC_CONTRACT_SUPPORTED,,,evaluation setにunanswerable、ambiguous、cross-document conflict、insufficient authorizationの各sliceを含め、slice別に期待するanswer/clarification/abstention/denialを採点する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2713,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2715,NOT,SPEC_CONTRACT_SUPPORTED,,,プロンプトインジェクション、知識汚染、テナントをまたぐ検索、権限のない操作は隔離環境で試することを定める安全性・アクセス制御規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2743,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2800,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2804,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2805,NOT,SPEC_CONTRACT_SUPPORTED,,,局所指標の改善だけで公開せず、重要な下流指標が許容幅を超えて悪化しないことを合格条件にすることを定める評価・採否規則について、この規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2815,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2821,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2840,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2843,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2848,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2853,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,質問処理を評価するときは検索器を固定し、正規化、書き換え、展開、HyDE、分解を一つずつ有効または無効にすることを定める評価・採否規則について、本文に列挙した対象・条件・指標を個別fieldへ保存し、同一runの実装結果または評価結果と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2855,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2858,NOT,SPEC_CONTRACT_SUPPORTED,,,query rewrite前後のretrieval resultを別trace fieldに保存し、rewrite後だけgold evidenceを失った事例をquery-transformation failureとして数え、base retriever failureへ含めない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2876,NOT,SPEC_CONTRACT_SUPPORTED,,,信頼区間または有意差に加え、effect size、質問当たり費用、p95遅延、重大失敗件数を同じ比較で判定する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2878,NOT,SPEC_CONTRACT_SUPPORTED,,,各失敗queryについてcorpus内正解有無、index版、parse span、embedding score、変換query、filter trace、取得rankを記録し、列挙した原因の一つへ主因を割り当てる。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2879,NOT,SPEC_CONTRACT_SUPPORTED,,,gold sourceに正解documentが存在しないfailureはcorpus coverage issueへ分類し、retriever再学習experimentの改善件数へ含めない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2895,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-2898,NOT,SPEC_CONTRACT_SUPPORTED,,,重大度highのgold questionを必須guardrail setとして分離し、全体平均が改善しても一件でもbaselineから正解を失ったcandidateを不合格にする。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2903,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,同じcorpus、query、filter selectivity、candidate上限で初期検索と最終候補のRecallを別々に記録し、初期段階の取りこぼしを後段の順位付け結果で隠さない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2943,NOT,SPEC_CONTRACT_SUPPORTED,,,構成要素を変更したrunについて、同じdataset version、query slice、gold evidence、負荷条件で検索指標に加えて生成品質、根拠性、latency、costを測り、事前定義したsystem-level gateをすべて満たすことを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-2950,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,再順位付け候補を増やしたときのRecall改善も、増加した遅延と対にして判断することを定める評価・採否規則について、この規則に含まれるretriever、candidate数、rank処理を固定したtest queryを実行し、統合前後のcandidate ID・rank・score変換が記述した順序と選択規則に一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3002,NOT,SPEC_CONTRACT_SUPPORTED,,,citation coverageの分母を検証可能な外部主張に限定し、接続文・操作案内・純粋な規範を除外する規則を評価台帳へ固定する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3009,NOT,SPEC_CONTRACT_SUPPORTED,,,回答評価でrequired points coverageとirrelevant span countを別指標として算出し、文字数またはtoken数の増加だけをcompleteness改善に数えない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3017,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3024,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3033,NOT,SPEC_CONTRACT_SUPPORTED,,,format complianceを改善するprompt candidateは、同じgold setでcitation support、evidence completeness、answer correctnessを再測定し、既存guardrailを悪化させない場合だけ採用する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3046,NOT,SPEC_CONTRACT_SUPPORTED,,,failure typeごとにfrequency、severity、business impactを記録して改善priorityを決め、修正後は同typeの回帰fixtureで再発件数が受入値内か確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3069,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3142,NOT,SPEC_CONTRACT_SUPPORTED,,,変更ごとに直接指標と下流指標を定め、改善した局所指標が最終回答を悪化させていないことを確認することを定める評価・採否規則について、この規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3172,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3190,NOT,SPEC_CONTRACT_SUPPORTED,,,改善後は同じtrace比較で、原因箇所が直り、別layerへ失敗が移っていないことを確認することを定める評価・採否規則について、この規則で列挙した記録項目を同じrun IDへ保存し、各項目が欠損せず、変更前後の差分をquestionまたはdocument単位で逆引きできることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3198,NOT,SPEC_CONTRACT_SUPPORTED,,,品質だけでなく、遅延、費用、安全性、回答保留も測り、改善が別の重要指標を悪化させていないことを確認することを定める評価・採否規則について、本文に列挙した対象・条件・指標を個別fieldへ保存し、同一runの実装結果または評価結果と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3222,NOT,SPEC_CONTRACT_SUPPORTED,,,権限のないチャンクは、上位候補へ取得してから表示だけを隠すのではなく、検索前または検索中に候補集合から除くことを定める安全性・アクセス制御規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3270,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3275,NOT,SPEC_CONTRACT_SUPPORTED,,,RAGの目的に必要な文書、項目、期間だけを取り込み、認証情報や不要な個人情報をチャンクと埋め込みへ含めないことを定める安全性・アクセス制御規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3282,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3297,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,本番logを評価datasetまたはmodel改善へ転用する前に、利用目的、対象data、法的根拠、保持期間、削除手順、access ownerをprocessing registerへ記録し、承認状態をdataset versionへ結び付けます。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3307,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3434,NOT,SPEC_CONTRACT_SUPPORTED,,,これは改善と公開速度を調整するために使い、認可や機密保護を外す根拠にはしないことを定める安全性・アクセス制御規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3452,NOT,SPEC_CONTRACT_SUPPORTED,,,高速化candidateはlatencyに加えてtask success、再質問率、abstention、human escalationを同一期間で比較し、回答利用性がbaselineより悪化した場合は全体改善と判定しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3480,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3497,NOT,SPEC_CONTRACT_SUPPORTED,,,内容のハッシュを使って変更のないチャンクの解析結果や埋め込みを再利用します。 source content hash、parser version、chunking version、embedding model versionがすべて一致するchunkだけに解析・embedding cache hitを許可します。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3604,NOT,SPEC_CONTRACT_SUPPORTED,,,system cardにRAGを最終判断へ利用できるuse case、禁止use case、必要なhuman review、既知のfailure sliceを列挙し、UIと運用手順が同じ制限を表示することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3607,NOT,SPEC_CONTRACT_SUPPORTED,,,公開承認時にsystem overview、architecture diagram、threat model、corpus register、evaluation report、known limitations、operation runbookの七成果物を同じrelease IDへ結び、owner承認とversionを確認します。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3692,NOT,SPEC_CONTRACT_SUPPORTED,,,追加componentを一つずつ無効化するablation runを行い、対象failure metricを改善せず品質・latency・costのいずれかを悪化させるcomponentを構成から外す。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3693,NOT,SPEC_CONTRACT_SUPPORTED,,,実験reportには手法名ではなくbaseline差分、対象query slice、品質・latency・cost・riskの結果、失敗例を記載し、手法を導入した事実だけを成果欄へ書かない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3718,NOT,SPEC_CONTRACT_SUPPORTED,,,学習対象と効果を分離して比較できない場合は、検索器と生成モデルを同時に変更しないことを定める評価・採否規則について、この規則に挙げた選択肢を同じdataset version、query slice、gold evidence、負荷条件で比較し、対象sliceごとの品質・latency・costを一つのresult tableへ記録する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3719,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,検索漏れが原因なら検索器を、正しい根拠があるのに無視するなら生成モデルを主な対象にすることを定める検索・経路選択規則について、この規則で指定した検索経路と分岐条件をtraceへ記録し、条件を満たすfixtureと満たさないfixtureで、選択retriever、candidate集合、fallback先が期待値に一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3736,NOT,SPEC_CONTRACT_SUPPORTED,,,failure queryについてdata、retrieval、reranking、placement、promptを順に修正してstage別metricを再測定し、upstreamにgold evidenceがない状態をmodel weight updateだけで合格にしない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3741,NOT,SPEC_CONTRACT_SUPPORTED,,,model versionとindex versionのcompatibility matrixを持ち、各組合せの読取り可否を試験する。切替手順ではmodelとindexを別々に旧versionへ戻せることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3774,NOT,SPEC_CONTRACT_SUPPORTED,,,高度化candidateは対象failureの再現改善、他sliceの非回帰、運用工数、security riskの全gateを満たす場合だけ採用し、一項目でも許容範囲外ならfeature flagを無効にする。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3829,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3856,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3882,NOT,SPEC_CONTRACT_SUPPORTED,,,最新値または集計値を含む質問はauthorized source-of-record queryへ送り、response timestampとrecord keyをevidenceとして回答へ結び、document chunkから推定した値で代用しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3955,NOT,SPEC_CONTRACT_SUPPORTED,,,long-context candidateは入力token量に加え、gold evidence利用率、required point completeness、citation precisionを同じquestion setで測り、全文投入だけを改善として数えない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3959,IMPLIES,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3972,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-3984,NOT,SPEC_CONTRACT_SUPPORTED,,,信頼度の低い情報源やプロンプトインジェクションを含むページを、一括して入力へ入れないことを定めるローカル設計規則について、この規則の対象resourceとattributeをauthorization fixtureへ登録し、許可主体では取得・利用でき、非許可主体ではcandidate、context、answerの全段階でゼロ件になることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-3996,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4019,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4100,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4130,NOT,SPEC_CONTRACT_SUPPORTED,,,異なるencoderから得たcosine scoreを直接加算せず、候補rankへ変換してRRFで統合するか、同一rerankerで再得点することをintegration testで確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-4133,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4184,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4203,NOT,SPEC_CONTRACT_SUPPORTED,,,観察結果内の命令をsystem/developer指示へ昇格させず、tool権限をserver側で検証し、prompt injectionの負試験を通す。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-4221,NOT,REMOVED_BY_REWRITE,,,,codex-independent-wave4,2026-08-15,VERIFIED,原文の未支持NOT/IMPLIESを、署名済み修正文または非命題分類で解消した。
SENT-4223,IMPLIES,SPEC_CONTRACT_SUPPORTED,,,multi-agent candidateはagent roleごとにinput、allowed tool、output schema、failure test、停止条件を定義し、単一agent baselineより対象failureを改善する場合だけ実験を開始する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-4247,NOT,SPEC_CONTRACT_SUPPORTED,,,単一の指標や一つのデータセットだけで一般化せず、基本構成との差を同じ評価データで測ることを定める評価・採否規則について、本文に列挙した対象・条件・指標を個別fieldへ保存し、同一runの実装結果または評価結果と一致することを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-4253,NOT,SPEC_CONTRACT_SUPPORTED,,,security・operation・governanceの統制ごとにstandard、government guidance、official product documentationの具体locatorとresidual riskを記録し、『必ず有効』という無条件表現を使用しない。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
SENT-4256,NOT,SPEC_CONTRACT_SUPPORTED,,,変動するcitation countごとにas-of date、取得元、search query、canonical paper ID、retrieval timestamp、raw response相対path、SHA-256を保存し、同じ証跡から件数を再計算できることを確認する。,codex-independent-wave4,2026-08-15,VERIFIED,外部事実ではなく本ガイドのローカル契約として確定した。
