sentence_id,unit_id,file,line_start,sentence,claim_type,logical_operator,guide_formula,guide_atoms,candidate_source_ids,candidate_source_urls,source_mapping_basis,source_mapping_validation,source_projection_adequacy,source_theorem_symbols,source_formula_atoms,unsupported_atoms,logical_proof_status,logical_proof_assurance,lean_theorem,natural_language_adequacy,end_to_end_assurance,proof_reason,validation_boundary
SENT-0490,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.1.用語集.md,33,| 固定評価データ | Fixed evaluation dataset | golden dataset | 変更前後を同じ条件で比較する質問・正解・制約の集合です | [7.2.](../7.品質を評価し改善する/7.2.評価データセット.md) |,empirical_or_research_claim,AND,"AND(ATOM(evaluation=true), ATOM(empirical_result=true))",empirical_result=true;evaluation=true,SRC-064,https://dl.acm.org/doi/10.1145/1571941.1572114,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_064_sourceTheorem,candidate_ids_stable=true;empirical_result=true;k_positive=true;ranks_only=true,evaluation=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0491,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.1.用語集.md,34,| スライス | Evaluation slice | 部分集合 | 質問形式、文書種別、riskなど意味のある条件で分けた評価集合です | [7.1.](../7.品質を評価し改善する/7.1.評価設計の全体像.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(evaluation=true), ATOM(risk=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;risk=true,SRC-064,https://dl.acm.org/doi/10.1145/1571941.1572114,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_064_sourceTheorem,candidate_ids_stable=true;empirical_result=true;k_positive=true;ranks_only=true,evaluation=true;risk=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0492,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.1.用語集.md,35,| 公開条件 | Release gate | go/no-go条件 | 品質、安全性、遅延、費用を含む公開前の合格条件です | [7.1.](../7.品質を評価し改善する/7.1.評価設計の全体像.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(evaluation=true), ATOM(cost=true)), ATOM(empirical_result=true))",cost=true;empirical_result=true;evaluation=true,SRC-064,https://dl.acm.org/doi/10.1145/1571941.1572114,same_file_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_064_sourceTheorem,candidate_ids_stable=true;empirical_result=true;k_positive=true;ranks_only=true,cost=true;evaluation=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0497,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,9,| 取り込み成功率 | 検索前処理 | 取り込み対象文書 | なし | index公開前 | [7.3.](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;retrieval=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0497,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0498,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,10,| metadata完全率 | 検索前処理 | 必須属性の総数 | なし | index公開前 | [7.3.](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;retrieval=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0498,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0499,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,11,| 更新反映時間 | 検索前処理 | 更新イベント | なし | 情報源更新から検索可能まで | [7.3.](../7.品質を評価し改善する/7.3.Pre-retrieval・Batch評価.md) |,empirical_or_research_claim,AND,"AND(AND(AND(ATOM(retrieval=true), ATOM(temporal_freshness=true)), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;retrieval=true;temporal_freshness=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,temporal_freshness=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0500,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,12,| Recall@k | 検索 | 質問ごとの正解根拠数 | あり | 初段検索または統合直後 | [7.1.](../7.品質を評価し改善する/7.1.評価設計の全体像.md) |,empirical_or_research_claim,OR,"OR(AND(AND(ATOM(retrieval=true), ATOM(evidence_support=true)), ATOM(recall_metric=true)), AND(ATOM(evaluation=true), ATOM(empirical_result=true)))",empirical_result=true;evaluation=true;evidence_support=true;recall_metric=true;retrieval=true,SRC-002;SRC-043;SRC-100;SRC-141;SRC-001,https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2004.04906;https://arxiv.org/abs/2203.11147;https://arxiv.org/abs/2007.01282;https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_002_sourceTheorem;SRC_043_sourceTheorem;SRC_100_sourceTheorem;SRC_141_sourceTheorem;SRC_001_sourceTheorem,benchmark=true;citation=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generation=true;hallucination=true;human_evaluation=true;knowledge_intensive=true;length_normalization=true;lexical=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0500,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0501,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,13,| 全根拠回収率 | 検索 | 複数根拠が必要な質問数 | あり | 初段検索または統合直後 | [7.4.](../7.品質を評価し改善する/7.4.Retrieval評価.md) |,empirical_or_research_claim,OR,"OR(AND(ATOM(retrieval=true), ATOM(evidence_support=true)), AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(empirical_result=true)))",empirical_result=true;evaluation=true;evidence_support=true;retrieval=true,SRC-100;SRC-141;SRC-001;SRC-002;SRC-033,https://arxiv.org/abs/2203.11147;https://arxiv.org/abs/2007.01282;https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_100_sourceTheorem;SRC_141_sourceTheorem;SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem,ab_testing=true;benchmark=true;citation=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generated_summaries=true;generation=true;hallucination=true;hierarchical=true;human_evaluation=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0501,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0502,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,14,| Precision@k | 検索・検索後処理 | 上位k件 | あり | 対象処理の直後 | [7.1.](../7.品質を評価し改善する/7.1.評価設計の全体像.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;retrieval=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0502,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0503,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,15,| MRR | 検索・検索後処理 | 評価質問数 | あり | 対象順位一覧の直後 | [7.4.](../7.品質を評価し改善する/7.4.Retrieval評価.md) |,empirical_or_research_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;retrieval=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0503,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0504,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,16,| nDCG@k | 検索・検索後処理 | 質問ごとの理想DCG | あり | 対象順位一覧の直後 | [7.4.](../7.品質を評価し改善する/7.4.Retrieval評価.md) |,empirical_or_research_claim,AND,"AND(AND(AND(ATOM(retrieval=true), ATOM(evaluation=true)), ATOM(ranking_metric=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;ranking_metric=true;retrieval=true,SRC-001;SRC-002;SRC-033;SRC-042;SRC-043,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059;https://arxiv.org/abs/1908.10084;https://arxiv.org/abs/2004.04906,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem;SRC_042_sourceTheorem;SRC_043_sourceTheorem,ab_testing=true;benchmark=true;cosine_compatible=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;external_knowledge=true;generated_summaries=true;generation=true;hierarchical=true;independent_encoding=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,ranking_metric=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0505,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,17,| 正解根拠保持率 | 検索後処理 | 処理前に存在した正解根拠数 | 任意 | filter・rerank・圧縮の各直後 | [7.5.](../7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md) |,empirical_or_research_claim,AND,"AND(AND(AND(AND(AND(ATOM(rerank=true), ATOM(compression=true)), ATOM(retrieval=true)), ATOM(evidence_support=true)), ATOM(evaluation=true)), ATOM(empirical_result=true))",compression=true;empirical_result=true;evaluation=true;evidence_support=true;rerank=true;retrieval=true,SRC-044;SRC-045;SRC-066;SRC-084;SRC-089,https://arxiv.org/abs/2210.07316;https://arxiv.org/abs/2004.12832;https://arxiv.org/abs/2104.08663;https://arxiv.org/abs/1901.04085;https://arxiv.org/abs/2310.04408,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_044_sourceTheorem;SRC_045_sourceTheorem;SRC_066_sourceTheorem;SRC_084_sourceTheorem;SRC_089_sourceTheorem,benchmark=true;candidate_generation=false;compression=true;context_compression=true;cost=true;dense=true;diversity=true;empirical_result=true;evaluation=true;generation=true;late_interaction=true;length_normalization=true;lexical=true;multi_vector=true;open_domain_qa=true;output_subset=true;provenance_mapping_required=true;rag=true;reads_candidate_text=true;rerank=true;retrieval=true;tf_saturation=true,evidence_support=true,INCONCLUSIVE_UNSUPPORTED_ATOMS,INCONCLUSIVE,,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,guide formula contains atoms absent from the selected source summaries,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0506,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,18,| 重複率 | 検索後処理 | 候補またはEvidence Set件数 | 任意 | 重複排除の前後 | [7.5.](../7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md) |,empirical_or_research_claim,OR,"OR(ATOM(retrieval=true), AND(AND(AND(AND(ATOM(dedup=true), ATOM(retrieval=true)), ATOM(evidence_support=true)), ATOM(evaluation=true)), ATOM(empirical_result=true)))",dedup=true;empirical_result=true;evaluation=true;evidence_support=true;retrieval=true,SRC-100;SRC-141;SRC-001;SRC-002;SRC-033,https://arxiv.org/abs/2203.11147;https://arxiv.org/abs/2007.01282;https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/;https://arxiv.org/abs/2401.18059,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_100_sourceTheorem;SRC_141_sourceTheorem;SRC_001_sourceTheorem;SRC_002_sourceTheorem;SRC_033_sourceTheorem,ab_testing=true;benchmark=true;citation=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generated_summaries=true;generation=true;hallucination=true;hierarchical=true;human_evaluation=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,dedup=true,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0506,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0507,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,19,| 正解span保持率 | 検索後処理 | 正解原文span数 | なし | 圧縮またはcontext作成後 | [7.5.](../7.品質を評価し改善する/7.5.Post-retrieval・Evidence評価.md) |,empirical_or_research_claim,OR,"OR(AND(ATOM(compression=true), ATOM(retrieval=true)), AND(AND(AND(ATOM(retrieval=true), ATOM(evidence_support=true)), ATOM(evaluation=true)), ATOM(empirical_result=true)))",compression=true;empirical_result=true;evaluation=true;evidence_support=true;retrieval=true,SRC-089;SRC-100;SRC-141;SRC-001;SRC-002,https://arxiv.org/abs/2310.04408;https://arxiv.org/abs/2203.11147;https://arxiv.org/abs/2007.01282;https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://aclanthology.org/2020.emnlp-main.550/,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_089_sourceTheorem;SRC_100_sourceTheorem;SRC_141_sourceTheorem;SRC_001_sourceTheorem;SRC_002_sourceTheorem,benchmark=true;citation=true;compression=true;context_compression=true;cost=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generation=true;hallucination=true;human_evaluation=true;knowledge_intensive=true;length_normalization=true;lexical=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_mapping_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0507,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0508,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,20,| 根拠忠実性 | 生成 | 検証可能なclaim数 | なし | 生成後 | [7.6.](../7.品質を評価し改善する/7.6.Generation評価.md) |,empirical_or_research_claim,AND,"AND(AND(AND(AND(ATOM(generation=true), ATOM(verification=true)), ATOM(evidence_support=true)), ATOM(evaluation=true)), ATOM(empirical_result=true))",empirical_result=true;evaluation=true;evidence_support=true;generation=true;verification=true,SRC-001;SRC-100;SRC-141;SRC-154;SRC-002,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html;https://arxiv.org/abs/2203.11147;https://arxiv.org/abs/2007.01282;https://proceedings.iclr.cc/paper_files/paper/2024/hash/8a2acd174940dbca361a6398a4f9df91-Abstract-Conference.html;https://aclanthology.org/2020.emnlp-main.550/,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_001_sourceTheorem;SRC_100_sourceTheorem;SRC_141_sourceTheorem;SRC_154_sourceTheorem;SRC_002_sourceTheorem,ab_testing=true;benchmark=true;citation=true;dense=true;document_statistics=true;dual_encoder=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generated_summaries=true;generation=true;hallucination=true;hierarchical=true;human_evaluation=true;knowledge_intensive=true;length_normalization=true;lexical=true;multi_hop=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;provenance_required=true;rag=true;recall_metric=true;retrieval=true;similarity=dot_product;tf_saturation=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0508,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
SENT-0509,FILE-INTRO,docs/11.用語・評価指標・参考文献/11.2.評価指標の対応表.md,21,| 引用の正しさ | 生成 | 付与された引用数 | なし | 生成後 | [6.4.](../6.根拠に基づいて回答する/6.4.Citation設計.md) |,general_technical_claim,AND,"AND(AND(ATOM(generation=true), ATOM(citation=true)), ATOM(evidence_support=true))",citation=true;evidence_support=true;generation=true,SRC-100;SRC-003;SRC-007;SRC-141;SRC-001,https://arxiv.org/abs/2203.11147;https://aclanthology.org/2023.emnlp-main.398/;https://aclanthology.org/N18-1074/;https://arxiv.org/abs/2007.01282;https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,same_chapter_candidate,CANDIDATE_REQUIRES_DOMAIN_REVIEW,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,SRC_100_sourceTheorem;SRC_003_sourceTheorem;SRC_007_sourceTheorem;SRC_141_sourceTheorem;SRC_001_sourceTheorem,benchmark=true;citation=true;empirical_result=true;evaluation=true;evidence_support=true;external_knowledge=true;factuality=true;generation=true;hallucination=true;human_evaluation=true;knowledge_intensive=true;nonparametric_memory=true;open_domain_qa=true;parametric_memory=true;rag=true;retrieval=true;verification=true,,PROVED_SOURCE_SUMMARY_ENTAILS_GUIDE_FORMULA,MODEL_PROVED,literature_SENT_0509,INCONCLUSIVE_REQUIRES_BILINGUAL_DOMAIN_REVIEW,INCONCLUSIVE,Lean checks the positive propositional derivation under source-summary premises,Conditional proof only: source-summary formula truth and NL-to-formula adequacy are separate obligations.
