sentence_id,unit_id,file,line_start,sentence,current_logical_status,claim_type,logical_operator,guide_formula,guide_atoms,candidate_source_ids,candidate_source_urls,source_mapping_basis,source_projection_adequacy,unsupported_atoms,risk_flags,review_priority,required_review
SENT-0444,2.7.2,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,28,運用指標には、zero-result率、権限filter前後の候補数、Recall、Evidence sufficiency、faithfulness、citation correctness、回答保留率を含めます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(ATOM(generation=true), ATOM(citation=true)), ATOM(evidence_support=true)), ATOM(recall_metric=true)), ATOM(authorization=true))",authorization=true;citation=true;evidence_support=true;generation=true;recall_metric=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,authorization=true;citation=true;evidence_support=true;recall_metric=true,SECURITY_OR_PRIVACY,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0448,2.7.3,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,36,候補数、reranking件数、context量を減らすと、遅延と費用だけでなくRecall、Evidence sufficiency、citation correctnessも変わります。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(ATOM(rerank=true), ATOM(citation=true)), ATOM(evidence_support=true)), ATOM(recall_metric=true)), ATOM(cost=true))",citation=true;cost=true;evidence_support=true;recall_metric=true;rerank=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,citation=true;cost=true;evidence_support=true;recall_metric=true;rerank=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0452,2.7.4,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,43,文書snapshot、chunking設定、embedding model、index版、検索設定、reranker、prompt、生成model、評価datasetを一つのRAG構成版として記録すると、回答とcitationを再現し、変更前の構成へ切り戻せます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(AND(AND(ATOM(rerank=true), ATOM(chunking=true)), ATOM(retrieval=true)), ATOM(generation=true)), ATOM(citation=true)), ATOM(evaluation=true)), ATOM(embedding_model=true))",chunking=true;citation=true;embedding_model=true;evaluation=true;generation=true;rerank=true;retrieval=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,chunking=true;citation=true;embedding_model=true;evaluation=true;rerank=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0453,2.7.4,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,45,新しい構成は、Prompt injection、data poisoning、権限漏えい、検索Recall、Evidence sufficiency、faithfulness、citation correctness、応答時間、費用の回帰試験を通過してから公開します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(AND(AND(AND(AND(AND(ATOM(recall_latency_tradeoff=true), ATOM(retrieval=true)), ATOM(citation=true)), ATOM(evidence_support=true)), ATOM(temporal_freshness=true)), ATOM(recall_metric=true)), ATOM(latency=true)), ATOM(cost=true)), ATOM(authorization=true)), ATOM(prompt_injection=true))",authorization=true;citation=true;cost=true;evidence_support=true;latency=true;prompt_injection=true;recall_latency_tradeoff=true;recall_metric=true;retrieval=true;temporal_freshness=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,authorization=true;citation=true;cost=true;evidence_support=true;latency=true;prompt_injection=true;recall_latency_tradeoff=true;recall_metric=true;temporal_freshness=true,SECURITY_OR_PRIVACY,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0454,2.7.4,docs/2.アーキテクチャ/2.7.非機能と運用の概要.md,46,本番traceでは、質問、適用した権限、取得chunk、順位変化、採用したEvidence、回答、citation、RAG構成版を対応付けます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(ATOM(retrieval=true), ATOM(generation=true)), ATOM(citation=true)), ATOM(evidence_support=true)), ATOM(authorization=true))",authorization=true;citation=true;evidence_support=true;generation=true;retrieval=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,authorization=true;citation=true;evidence_support=true,SECURITY_OR_PRIVACY,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0458,2.8.1,docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md,8,Batch Layerは、範囲を定めた正本、再現可能な取り込み、構造を保つ解析と分割、出典・版・アクセス制御属性、疎検索と密検索の索引、公開前ゲートで構成します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(ATOM(sparse=true), ATOM(dense=true)), ATOM(retrieval=true)), ATOM(authorization=true)), ATOM(parsing=true))",authorization=true;dense=true;parsing=true;retrieval=true;sparse=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,authorization=true;dense=true;parsing=true;sparse=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0459,2.8.1,docs/2.アーキテクチャ/2.8.最初に作るAdvanced-RAG.md,9,Real-time Layerは、質問理解、検索時のアクセス制御、疎検索と密検索の統合、再順位付け、Evidence Set、根拠に基づく回答、引用、回答保留、実行記録で構成します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(AND(AND(AND(AND(AND(AND(ATOM(sparse=true), ATOM(dense=true)), ATOM(evidence_trace=true)), ATOM(rerank=true)), ATOM(retrieval=true)), ATOM(generation=true)), ATOM(citation=true)), ATOM(evidence_support=true)), ATOM(authorization=true))",authorization=true;citation=true;dense=true;evidence_support=true;evidence_trace=true;generation=true;rerank=true;retrieval=true;sparse=true,SRC-008,https://doi.org/10.1145/3805774,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,authorization=true;citation=true;dense=true;evidence_support=true;evidence_trace=true;rerank=true;sparse=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0481,3.1.1,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,10,高性能な検索モデルでも、資料の正本性や現在の有効性を、文章の類似度だけから判断できません。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,general_technical_claim,NOT,NOT(ATOM(retrieval=true)),retrieval=true,SRC-010,https://arxiv.org/abs/1803.09010,same_unit_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,NUMERIC_OR_PERFORMANCE;STRONG_MODALITY;RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0482,3.1.1,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,12,Data Cascadesは、高リスクなAIシステムで、データの収集・管理上の問題が下流へ連鎖する事例を調査しました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,ATOM,ATOM(risk=true),risk=true,SRC-009,https://dl.acm.org/doi/10.1145/3411764.3445518,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,risk=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0530,3.1.3,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,82,障害情報は数分、規程は施行日前、研究資料は版更新後など、情報源ごとに許容遅延を定めます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,empirical_or_research_claim,ATOM,ATOM(fault_tolerance=true),fault_tolerance=true,SRC-013,https://arxiv.org/abs/2310.03214,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,fault_tolerance=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0554,3.1.5,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,120,内部アルゴリズム監査の枠組みは、システムの企画から廃止までの全期間を通じた説明責任を扱いました。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,externally_cited_claim,UNFORMALIZED,UNFORMALIZED,,SRC-016,https://arxiv.org/abs/2001.00973,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0568,3.1.6,docs/3.回答に使う資料を準備する/3.1.データソース棚卸し.md,142,ML Test Scoreは、学習済みモデルだけでなく、データとパイプラインを含む本番準備を評価する観点を示しました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(ATOM(evaluation=true), ATOM(dataflow=true))",dataflow=true;evaluation=true,SRC-017,https://research.google/pubs/the-ml-test-score-a-rubric-for-ml-production-readiness-and-technical-debt-reduction/,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,dataflow=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0572,FILE-INTRO,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,3,取り込み（ingestion）は、情報源から資料を取得し、検査、解析、分割、埋め込み、登録を経て、検索可能なインデックスとして公開する処理です。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(ATOM(retrieval=true), ATOM(parsing=true))",parsing=true;retrieval=true,SRC-018;SRC-019;SRC-021,https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/;https://research.google/pubs/data-validation-for-machine-learning/;https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf,same_file_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0575,3.2.1,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,10,発見 → 取得 → 検査 → 解析 → 正規化 → 分割 → 埋め込み → 登録 → 検証 → 公開,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(verification=true)), ATOM(parsing=true))",parsing=true;retrieval=true;verification=true,SRC-018;SRC-019,https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/;https://research.google/pubs/data-validation-for-machine-learning/,same_unit_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true;verification=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0577,3.2.1,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,13,FlumeJavaは、並列データ処理を再利用可能な変換段階として構成する考え方を示しました。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,externally_cited_claim,UNFORMALIZED,UNFORMALIZED,,SRC-018,https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0594,3.2.1,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,35,Data Validation for Machine Learningがデータの異常とスキーマ変化を検出する枠組みを扱ったように、取得要求が成功したという通信結果だけで正常と判断しません。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,externally_cited_claim,NOT,"NOT(AND(AND(ATOM(retrieval=true), ATOM(data_quality=true)), ATOM(empirical_result=true)))",data_quality=true;empirical_result=true;retrieval=true,SRC-019,https://research.google/pubs/data-validation-for-machine-learning/,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,empirical_result=true,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0602,3.2.2,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,49,Dataflow Modelは、一括処理と継続処理を単純な優劣ではなく、正しさ、結果が利用可能になるまでの時間、費用から扱いました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(AND(AND(ATOM(temporal_freshness=true), ATOM(cost=true)), ATOM(dataflow=true)), ATOM(empirical_result=true))",cost=true;dataflow=true;empirical_result=true;temporal_freshness=true,SRC-020,https://doi.org/10.14778/2824032.2824076,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,cost=true;empirical_result=true;temporal_freshness=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0608,3.2.2,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,57,解析器や埋め込みモデルを比較するときは、同じスナップショットを入力し、出力差の原因を処理変更に結び付けられるようにします。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,general_technical_claim,UNFORMALIZED,UNFORMALIZED,,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0615,3.2.3,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,69,同じキーを再処理しても、チャンクやベクトルを二重登録しないようにします。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,general_technical_claim,UNFORMALIZED,UNFORMALIZED,,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,RELATION,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0629,3.2.3,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,89,| 解析器 | 解析、分割、埋め込み、インデックス |,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,ATOM,ATOM(parsing=true),parsing=true,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0630,3.2.3,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,90,| 分割方法 | チャンクID、埋め込み、インデックス |,INCONCLUSIVE_UNFORMALIZED_SENTENCE,general_technical_claim,UNFORMALIZED,UNFORMALIZED,,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0631,3.2.3,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,91,| 埋め込みモデル | ベクトル生成とベクトルインデックス |,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(ATOM(generation=true), ATOM(embedding_model=true))",embedding_model=true;generation=true,SRC-022,https://www.vldb.org/pvldb/vol6/p1033-akidau.pdf,same_unit_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,embedding_model=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0633,3.2.3,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,94,変更していないチャンクは、内容ハッシュと処理版が一致する場合に再利用できます。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,general_technical_claim,UNFORMALIZED,UNFORMALIZED,,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,RELATION,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0660,3.2.6,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,137,文書には、発見済み、取得済み、解析済み、分割済み、埋め込み済み、登録済み、公開済み、失敗、隔離などの状態を持たせます。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(ATOM(retrieval=true), ATOM(parsing=true))",parsing=true;retrieval=true,SRC-018;SRC-019;SRC-021,https://research.google/pubs/flumejava-easy-efficient-data-parallel-pipelines/;https://research.google/pubs/data-validation-for-machine-learning/;https://www.vldb.org/pvldb/vol13/p3411-armbrust.pdf,same_file_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0674,3.2.6,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,156,解析、分割、埋め込みの変更による品質差を、利用者へ影響を与える前に確認し、安全に戻すための仕組みです。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,ATOM,ATOM(parsing=true),parsing=true,SRC-002;SRC-005;SRC-009;SRC-010;SRC-011,https://aclanthology.org/2020.emnlp-main.550/;https://doi.org/10.1561/1500000019;https://dl.acm.org/doi/10.1145/3411764.3445518;https://arxiv.org/abs/1803.09010;https://aclanthology.org/Q18-1041/,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,RELATION,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0680,3.2.7,docs/3.回答に使う資料を準備する/3.2.Ingestion設計.md,167,Hidden Technical Debt in Machine Learning Systemsは、機械学習（ML）システムで監視されない依存関係や設定が負債となることを論じました。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,externally_cited_claim,NOT,NOT(ATOM(technical_debt=true)),technical_debt=true,SRC-023,https://papers.nips.cc/paper/5656-hidden-technical-debt-in-machine-learning-systems,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0688,3.3.1,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,12,LayoutLMv3は、テキストと画像領域を統合して事前学習し、複数の文書理解タスクで評価されました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,ATOM,ATOM(evaluation=true),evaluation=true,SRC-024,https://arxiv.org/abs/2204.08387,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,evaluation=true,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0689,3.3.1,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,13,PubLayNetは、文書画像中の本文、見出し、表、図などを検出する大規模データセットを提供しました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,ATOM,ATOM(scalability=true),scalability=true,SRC-025,https://arxiv.org/abs/1908.07836,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,scalability=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0691,3.3.1,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,16,解析誤りは、後続の分割、埋め込み、検索、引用へ連鎖します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,general_technical_claim,AND,"AND(AND(ATOM(retrieval=true), ATOM(citation=true)), ATOM(parsing=true))",citation=true;parsing=true;retrieval=true,SRC-025;SRC-026;SRC-027,https://arxiv.org/abs/1908.07836;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/1912.13318,same_unit_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,citation=true;parsing=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0700,3.3.1,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,28,学術論文だけで評価した解析器が、帳票や規程でも同じ性能を持つとは限りません。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,empirical_or_research_claim,NOT,"NOT(AND(ATOM(evaluation=true), ATOM(parsing=true)))",evaluation=true;parsing=true,SRC-026,https://arxiv.org/abs/2206.01062,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,evaluation=true;parsing=true,NUMERIC_OR_PERFORMANCE;RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0707,3.3.1,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,38,LayoutLMは、文字とページ上の二次元座標を組み合わせ、帳票理解などを評価しました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,AND,"AND(ATOM(evaluation=true), ATOM(dimension_contract=true))",dimension_contract=true;evaluation=true,SRC-027,https://arxiv.org/abs/1912.13318,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,dimension_contract=true;evaluation=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0728,3.3.2,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,68,Donutは、OCR結果を中間入力とせず、文書画像から構造化された文字列を生成する方法を提案しました。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,externally_cited_claim,NOT,"NOT(AND(ATOM(generation=true), ATOM(empirical_result=true)))",empirical_result=true;generation=true,SRC-028,https://arxiv.org/abs/2111.15664,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,generation=true,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
SENT-0735,3.3.3,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,80,PubTables-1Mは、表領域の検出、表構造の認識、セルの対応を一続きの課題として扱いました。,INCONCLUSIVE_UNFORMALIZED_SENTENCE,externally_cited_claim,UNFORMALIZED,UNFORMALIZED,,SRC-029,https://arxiv.org/abs/2110.00061,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,,NUMERIC_OR_PERFORMANCE,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0741,3.3.3,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,88,Nougatは、学術文書画像を、見出しや数式などの構造を記号で表すマークアップ形式へ変換し、数式を含む文書解析を扱いました。,INCONCLUSIVE_UNSUPPORTED_ATOMS,externally_cited_claim,ATOM,ATOM(parsing=true),parsing=true,SRC-030,https://arxiv.org/abs/2308.13418,existing_direct_paragraph_or_technology_mapping,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,,P1,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0772,3.3.6,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,137,解析器の更新ごとに差分を保存し、改善した文書と悪化した文書を確認します。,INCONCLUSIVE_UNSUPPORTED_ATOMS,empirical_or_research_claim,AND,"AND(ATOM(parsing=true), ATOM(empirical_result=true))",empirical_result=true;parsing=true,SRC-025;SRC-026;SRC-027;SRC-028;SRC-029,https://arxiv.org/abs/1908.07836;https://arxiv.org/abs/2206.01062;https://arxiv.org/abs/1912.13318;https://arxiv.org/abs/2111.15664;https://arxiv.org/abs/2110.00061,same_file_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,,P2,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY
SENT-0777,3.3.6,docs/3.回答に使う資料を準備する/3.3.文書解析と正規化.md,144,再解析でブロックが変わった場合に、影響するチャンク、埋め込み、引用を特定できる依存関係を持ちます。,INCONCLUSIVE_RELATION_NOT_SUPPORTED_BY_POSITIVE_SOURCE_FACTS,general_technical_claim,IMPLIES,"IMP(ATOM(parsing=true), ATOM(citation=true))",citation=true;parsing=true,SRC-022;SRC-037,https://www.vldb.org/pvldb/vol6/p1033-akidau.pdf;https://arxiv.org/abs/2305.14627,same_chapter_candidate,CONTROLLED_TERM_PROJECTION_REQUIRES_CLAIM_POLARITY_REVIEW,parsing=true,RELATION,P0,PRIMARY_SOURCE;JAPANESE_SEMANTICS;DOMAIN;CLAIM_POLARITY;RELATION
