baseline_sentence_id,file,target_sentence,target_sentence_sha256,claim_type,evidence_required,classification_reason,source_verdict,review_status
SENT-1164,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,ANN方式は公開ベンチマークの順位だけで選ばず、対象データのRecall、p95 latency、構築時間、保存容量で比較します。,580517aac50f461f418f615485d98099dad6fe0dc742e1e0481831a5e2d40d24,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1167,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,インデックススキーマには、ベクトル次元数、距離尺度、正規化、本文項目、見出し、ACL、絞り込みに使えるメタデータを定義します。,72e68e2395fccd0e06bc1dbc1a3e02d4641844a949eaf9c4d4921120701d7c2a,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1179,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,解析器、分割器、埋め込みモデルの版,2e5401ec3bf43413065604bad57ef77e29f3bb238ce75826d0c834c0bc55e120,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-1182,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,文書、チャンク、ベクトル、登録済み件数,29a5e67e979faa21b39403699327d92000e9256ff3fd534df7b0063daf5b2dc5,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-1184,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,文書、チャンク、ベクトル、インデックス登録件数の差を説明できる必要があります。,a4e08a258fc8dd369b5d27457871f273c18b891e1a4e912bba363adb2f8f84fe,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1212,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,候補を統合する必要がある場合は、対応する検索器と統合規則を版管理します。,522f94f008f7f22004333327f24a9ba86d5bb8c7e2db29c9255801396dd5e033,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1223,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,本書では、ベクトル本体の概算容量を N × d × b で計算し、Nをベクトル件数、dを次元数、bを1要素当たりのbyte数とします。,71bb6175019990ffc35f42aece522f7c60b8e86d8000c00b1ddfedaf040b9b90,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1232,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,公開値をそのまま採用せず、対象の計算機、ベクトル、絞り込み条件で再測定します。,3a7f53d7ef1add7ebd0b736344b56c8b46ff23919a2aaad47541f6fd1088a7e1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1317,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,| 識別子 | 「ERR-504の原因」 | 完全一致、疎検索 |,574e7de0af46b660cc23ee948ed2696b22039d2034584b993a8b5d5c97a9254d,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-1318,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,| 意味・説明 | 「起動できないときの対処」 | 密検索、ハイブリッド検索 |,e7ab98952f0c48b921ad1893b0abbfdb291440311438fb519c3477fd1763dddb,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-1330,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,利用者が明示した条件と、モデルが推定した条件を分けます。,cd5d9f2408366ca1b56c8c18a2900cb27785001724252b58eff56a28cad25731,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1342,docs/4.質問に合う根拠を探す/4.1.Query理解と検索計画.md,識別子は疎検索、言い換えは密検索、両方が混在する質問はハイブリッド検索、集計はSQL（Structured Query Language、構造化問い合わせ言語）によるデータベース問い合わせ、関係探索は知識グラフが候補です。,85edc7f9076613f3ffa1edec8c134bbba1d84f6169ed17204f475b714c4e948a,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1382,docs/4.質問に合う根拠を探す/4.2.Query変換.md,改善が確認できない質問種類には変換を適用しません。,203d0c9612f75f8618c0ab0bd174c42395e72efd48fc2358b7be780b6c57d70b,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1404,docs/4.質問に合う根拠を探す/4.2.Query変換.md,最初は生成する検索文を2〜5件程度にするなど、明示した上限から評価します。,51a75227b4a1ea820bc137c4d9f5f878db76d7eb67f15e500c16ba2182be485f,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1414,docs/4.質問に合う根拠を探す/4.2.Query変換.md,同じ文書・チャンクを安定IDでまとめ、どの検索文が候補へ寄与したかを保持します。,27f2538b22d14d8790bfc23bb32a9072d18bb1a094311ea34fec6b9d79ad674c,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1421,docs/4.質問に合う根拠を探す/4.2.Query変換.md,結果はモデル、生成設定、データセットに依存するため、対象業務で再評価します。,324e3d29e2d63aa49576eaee6b7fa7c789aa5c42ec68966056a4b792cc17fb22,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1431,docs/4.質問に合う根拠を探す/4.2.Query変換.md,元質問のベクトルによる検索を残し、HyDEの結果と和集合または順位統合します。,3ec195fe0d21c910c86cb5af0aa1216b845baabaec87e3796a1a9678b25da345,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1432,docs/4.質問に合う根拠を探す/4.2.Query変換.md,型番、条文番号、否定条件は疎検索とメタデータフィルターで保持します。,19301558c843d5ec7dc4cc1bee4e47ab17f63f882841b6b379a86e84ecf66867,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1449,docs/4.質問に合う根拠を探す/4.2.Query変換.md,単純な一回検索で答えられる質問をこの経路へ送らず、追加段階による改善と費用を測ります。,6bf156e4ce816ec51bd24f405be7cc0dbc522d41ead3c4bf78bf378fb4191590,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1460,docs/4.質問に合う根拠を探す/4.2.Query変換.md,必要根拠の回収率の改善は、利用者の意図や権限の逸脱を正当化しません。,89156c68a7c5431287a52b3be31c5a1c5e1d2bd37254cdd933d4e9ed68167daf,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1471,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,最初にBM25を再現可能な基準として固定し、密検索やハイブリッド検索による増分を質問の種類別に測ります。,71c475869bdc9da617636144c06fb26cdf92a9954ab21af4a51085d899e55812,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1478,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,追加、更新、削除、版切り替えを転置インデックスへ反映します。,f757369a55d06be0f8da804fecea5ccc2f5f17c8c1313d62146d60089ea62d2e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1493,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,評価対象は1980年代の比較的小さな英語文書集合であるため、現在の日本語業務データではBM25などを含む基準を改めて測ります。,501a575b34236a2603d5c11da9d53413715db09b1c39b4ee3d4ea08e937e451e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1534,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,原文だけのBM25と同じ評価質問で比較し、必要根拠の回収率と不要な候補の差を確認します。,21d3ff812c2c307ff1e60fdb3dfe25d5ab18968db1c93298239f7d1665dfc38c,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1545,docs/4.質問に合う根拠を探す/4.3.Sparse retrieval.md,BM25を置き換える前提にせず、追加の検索器として検索表現に含める語の少なさ、検索品質、応答時間、追加学習していない分野での性能を比較します。,a384500ff3f4402886bf7b8681e202e380ba5c59744b450e4d1650dff5b81cfd,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1549,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,密検索は、学習済みの意味空間で質問と文書を比較し、語の一致だけでは取得できない候補を探します。,de813d6e24d05a5689525ba299b752e7836050f91839a22b203aff821a486345,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1554,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,結果は学習データと評価条件に依存し、すべての業務で疎検索を上回ることを意味しません。,2eb307ef4f4e7eca93341f2e3c9c9dd2316acbaaffbbc1bf2a8f2b62b9a4cc0a,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1555,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,ベクトルの類似度は、文章の真偽、情報源の信頼度、文書の鮮度、利用者の権限を表しません。,9d2265c04a8699c5640233bd43e8b403da88ac3482bc4bd634f8fba862ab9265,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1564,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,本ガイドでは、図4-5を「上段の質問と下段の各文書を別々の符号化器でベクトルへ変換し、中央右の類似度で比べる流れ」として用います。,2df5e4d00e31acd87efc1bf05503ee2280f4ab62f783a89f813797369f2823c3,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1588,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,質問ベクトルを一時保存する際の識別子にも契約版を含めます。,e068663ea365b6dcb210635f7126fbf423c1463cba0cd29d4824684ddbec9f1b,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1591,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,切り捨て件数と影響文書を記録し、チャンク分割または対応する長文モデルを見直します。,6de23ca268df4dd6526918bea2f75f40795777e8b01ffb07e3c5d51822692d1e,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1613,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,全体平均が改善していても、厳しい権限条件、数値・型番、少数の重要質問で必要根拠を落とす場合は合格にしません。,cb51e4afb5b3033938f8143ea9210110943f7831cd93499d3a37c34f61a5ab98,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1615,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,認可済みの候補集合が小さい場合は完全探索へ切り替え、処理期限を超えた場合は認可済みの疎検索または統合順位へ戻すか、回答を保留します。,c4a65e3222a0b9e2bcad4a615185cda33d0ed8bc1f2d721d15746dba5b882370,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1617,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,インデックス版、埋め込みモデル、HNSWの設定、フィルター選択率、完全探索との差、切替理由を処理記録へ残します。,12b2fd61e03b9e4c8af45b0cf75795f330fc645dc418e1baf288fd08c4781ef4,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1625,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,長い技術文書、専門語、同じ語の異なる文脈で改善が確認できる場合に限定して導入します。,3ba8f755ba3056d4e6d74da737ade12f18c1257bbfac963eb9333618c3bdd6e6,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1632,docs/4.質問に合う根拠を探す/4.4.Dense retrieval.md,重複候補を安定IDで統合し、最終引用は一致したベクトルではなく、対応する原文範囲へ結び付けます。,2e1fdabe3f1a9b959172cfc4760f5fbacceb990912178e4d5d7cfeea1e8fc536,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1650,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,疎検索、密検索、ハイブリッド検索を同じ正解集合で比較し、改善がない質問群には単純な経路を残します。,05bd0b8b972d7c869633dd3994322a7111383c39009150426015db7cb2aed791,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1655,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,文書版とチャンクIDで同一候補を統合します。,768dc560f8ea051343c915267312dd2c4eb83ede622d46ab1c7d2af0dea2eeb4,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1669,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,文書ID、文書版ID、チャンクIDを基本として、同一候補を統合します。,e26bbb8b717168d1611e8e42ee9499057cf764290dca28f3420d8d21319adad9,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1683,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,本ガイドでは、図4-6を「左側の疎検索と密検索が作った二つの順位表を、右へ向かって統合する流れ」として用います。,bcbaaafa7483baab29fb3cdc9cc9d7c9dbd0fcb59c7f508484d4729cad563d62,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1685,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,本ガイドでは、RRFを各検索器の順位を統合する工程、再順位付けを統合後の候補本文を再評価する工程として区別します。,9d28be2395cf7d8fd165fe12d290d94426b27e7ede407ebda1ced4bed546a09d,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1687,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,元スコアを使う統合では、BM25とコサイン類似度を未調整のまま加算しません。,a9a6f3a5b3b62509008d33195c739e5bcf27f01c0d5f1472bcf2f1758df591bc,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1700,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,確信が低い場合は、方式を一つに絞らず、事前に定めたRRFへ戻すなどの代替経路を使います。,cf42333cdca2569e623f94382a83f7bc70bdd746cd5a4f604342c40eec60d960,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1705,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,検索文ごとに疎検索と密検索を統合し、その後に検索文間を候補上限付きで統合するなど、順序を定めます。,621af890865daad776c263b72002aaf464300bc14c4f5488cef35e0028c6be81,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1708,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,候補には発見元の検索文と検索器を結び付け、正解根拠を追加しない検索経路を評価で削除します。,8981c76056b2c5d514a77ac1b6f4043af996e0a38ec2329fb201c2458d2181cb,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1712,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,最初に疎検索と密検索で必要な根拠を拾い、順位統合後の数十件を再順位付けして、LLMへ渡す数件へ絞る構成が候補です。,7a86c61d7fc8c14e9c30bbac571b579aa77d64b5afc381c743ebc0c5b9f79231,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1714,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,アクセス制御リスト（Access Control List：ACL）の判定を再順位付け器のスコアへ委ねません。,78c63bdeb6eea2ae18d0d329b7377bf6b34c7f4c575cd16c9eadf8f86b250d2d,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1715,docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md,再順位付け器が時間内に終わらない場合は、認可済みの統合順位へ戻すか、回答を保留します。,6c03154652fe0f4314f3e6b26200db9fae00412d50f6acd70ef4555b1b9696a1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1724,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,権限を緩めず、検索深度、条件に対応したANN検索、インデックス分割などの性能対策を検討します。,13447a0a622d11d827f9d1ca049dc04606901d8eded6f045c24ecf5220214de1,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1730,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,認可サービスの結果を各検索器へ渡します。,6acbea0b7e781fadea0102b2f2e476effbec493ad6a0ee02c6c76a83e281abf2,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1735,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,利用者が明示した製品・地域・文書種別は必須フィルターとし、モデルが推定した条件は推定由来を記録して順位調整にだけ用います。,706638f4501d9f458c35782e59c841c179c4cca138f60ee631db41603e23107c,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1760,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,post-filterで候補が不足する場合に権限条件を緩めるのではなく、filtered ANN、検索深度の調整、別indexへのroutingを検討します。,79649f0433a7edaa1a1ea03ac47bf9de8e46532770fa3214958adb46541d758d,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1766,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,順位統合方式、設定、質問に応じた重み,0629542dd8f9e0960440090ef77747bd7f5d5c090ff790552487a9199b0f6e8e,expository_or_structural,no,Wave 4二者レビューで表・索引・見出し等の非命題要素として確定,REMOVE_OR_REPLACE,FINAL_TWO_REVIEWER_APPROVED
SENT-1771,docs/4.質問に合う根拠を探す/4.6.Retrieval-time filtering.md,正解根拠が「取得されなかった」「フィルターで除かれた」「順位統合で下がった」「再順位付けで落ちた」を区別します。,22542b1a36025f444160ed5d9ce1607314424b42beb5178be99670c0c7a30a9a,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1775,docs/4.質問に合う根拠を探す/4.7.Retrieval失敗診断.md,retrievalの候補不足は、corpus欠損、indexの古さ、解析・分割、質問変換、filter、順位付けの原因へ分けて診断します。,7d55eef7314a8fa28ef47307c48cb044d9fcdeb9fe6b73e0c586ab6c1a289e4b,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1799,docs/4.質問に合う根拠を探す/4.7.Retrieval失敗診断.md,query normalization、検索器の設定、fusion、filter、chunk、indexの修正で再現失敗を解消できるなら、第4章までのbaselineを改善します。,ede8ddae651dd64bbce0fdac98908bab798be3d0e4832227481531c5abc51829,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1819,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,「製品Aだけ」と利用者が明示した場合は必須フィルターにでき、モデルが製品Aだと推定しただけなら順位の引き上げまたは別検索にします。,986e982566d5ad554c92d745e0794e778e78505a2a51bdf739d042545815d611,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1822,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,文書・チャンクID、テナント、許可主体、機密区分、状態、版、有効期間、情報源種別、信頼度、言語を定義します。,ae15c7f1381a4324109a9720598b77ab20b6860c8dc0c83c5ee3b8a6651b1f36,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1827,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,添付、コメント、埋め込み資料が親文書と異なるACLを持つ場合は、例外関係として明示します。,4ba22174983e0999af89ece5611a10132f5a9b18e464711c802d0466c953fe80,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1854,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,研究結果だけで方式を固定せず、フィルターの選択率ごとに完全探索との一致と処理時間を測ります。,63cbf513cbd2fe5197de34c95bfe6cba1cfea1d0bdaa2f96b9ddbdac388243ab,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1877,docs/5.根拠を選別・整形する/5.1.Candidate正規化と絞り込み.md,主体、テナント、方針の版、評価した条件、フィルター前後の候補数、除外理由を記録します。,d884b74fc07ebac65e7b952e74d49844c96f4fba3e02a07d271697bae3686220,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1887,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,本ガイドでは、分割時の重なりを、重なりを持たせて分割した隣接チャンクの共通部分と定義します。,83c458701de246ecb97e0c5b31ec1e62c90c2795ec8cd9ef7d6a0628aef57a82,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1914,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,結合後も、元チャンクと原文範囲の対応を保持します。,50766edc31838637622e14ca7d3e590f13b8951c99f6dda301e278a321d34199,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1937,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,内容ハッシュで分かる完全重複は再順位付け前に除き、同じ候補へ高価なモデルを繰り返し適用しません。,4eadd4a19f41319c74a3073915c1b672de6df796bd37bf88d926ccf3edf5e61c,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1939,docs/5.根拠を選別・整形する/5.2.重複排除とDiversity.md,隣接チャンクを結合する場合は、最大、平均、最上位の順位保持など、スコア統合規則を定めます。,1fc7e219fc73d43ddec02541f79f14454050d48ab57bdbc1e5de858a61acc526,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1958,docs/5.根拠を選別・整形する/5.3.Reranking.md,正解が候補にない場合は候補生成を、候補にはあるが順位が低い場合は順位統合または再順位付けを調べます。,ee05299aea9027aefeb397b0f64c6d8c6e4d0e525d1425e13cb99bf9e0af1cb6,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-1993,docs/5.根拠を選別・整形する/5.3.Reranking.md,失敗時は認可済みで検証済みの交差符号化型再順位付け器または統合順位へ戻します。,95f59d54486cb4cfc669ed07b697d8c97b9306d1687c15c5eb3cd1a815b95198,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-2003,docs/5.根拠を選別・整形する/5.3.Reranking.md,再順位付け器が利用できない場合は、認可済みの第一段階・統合順位へ戻せます。,f35d889c81ef441d396d457dbd84c960396013faefbb2ff45ffde4672414dfc2,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-2008,docs/5.根拠を選別・整形する/5.3.Reranking.md,全体平均が改善しても、重要質問で必要根拠を落とす、未知の候補IDを出す、処理期限や費用上限を超える場合は採用しません。,2c4f88d0e68504b9b98da6b17ccb02a768640816300e072ce09521e7cd277f23,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
SENT-2015,docs/5.根拠を選別・整形する/5.3.Reranking.md,十分な人手判定が蓄積した後に、分野向け追加学習、monoT5、RankT5を比較します。,973bef2ae9a5a672c22d8770780f44918538aa9407c293af7504fac8a5924aff,normative_design_statement,no,Wave 4二者レビューで本ガイドの規範として確定,APPROPRIATE_NORMATIVE,FINAL_TWO_REVIEWER_APPROVED
