sentence_id,baseline_docs_commit,target_docs_commit,file,action_kind,source_text_sha256,target_sentence_ids,target_text_sha256,target_file_sha256,application_status,applied_by,applied_date,notes
SENT-0873,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,APPROPRIATE_NORMATIVE,1923640147197342cbfbfb8c0e5d0f62e20365074faab9ecfcb0aca296c24c08,SENT-1006,1923640147197342cbfbfb8c0e5d0f62e20365074faab9ecfcb0aca296c24c08,4b31e5674cc3439b61215b1b9708e3efe719c6110615f734529aeca114d9e383,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0877,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,REWRITE_REQUIRED,dd02ac0df6fc6fcad5c20bf2bc20d9979b46c6840f9b57080d20b41e53a1a908,SENT-1010,235be5a7cd1fc4cf46fd9bbc3643fd83e72f03de286c158b879f1e99b211ae0b,4b31e5674cc3439b61215b1b9708e3efe719c6110615f734529aeca114d9e383,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0884,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.4.Chunking設計.md,APPROPRIATE_NORMATIVE,5be7a5cf9fc7a728ad944b425855c05e45330b60d337efa1b51d1aa611801b59,SENT-1017,053e2b5d87ccc147b88ef471f0f067ad090b47baf61c977d0b437f23c0321af9,4b31e5674cc3439b61215b1b9708e3efe719c6110615f734529aeca114d9e383,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0898,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,REWRITE_REQUIRED,6f83b15a2b81588bf3b4826fa3f91349fb2f18b5ebdc66c665dae5f9353f91cb,SENT-1031,b9dc97b7abb3b49a13f81c3c69239c536735e8da8eb291df639155b3562c2561,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0908,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,APPROPRIATE_NORMATIVE,bbafd5158c6ee4f6fadfe86f7e607361d7d0c0208f94c23e17ccc6addbcfeb2e,SENT-1041,bbafd5158c6ee4f6fadfe86f7e607361d7d0c0208f94c23e17ccc6addbcfeb2e,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0965,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,REWRITE_REQUIRED,518f0d2e5da1813666680774121be808fca0eee8f103d30124af38dafbc93002,SENT-1098,205f8489893f370ef3cb9b52b1f76f1aeffa542b3866f5592fdb13cd80907090,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0971,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,APPROPRIATE_NORMATIVE,1de6269474ef4a41607b840cb13e2a9df756f7f08c26cc8732629b82bfaa67c1,SENT-1104,1de6269474ef4a41607b840cb13e2a9df756f7f08c26cc8732629b82bfaa67c1,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0981,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,APPROPRIATE_NORMATIVE,f5f7515e7ebb569805995d2ef4d4494cac48e7ba90473a5c74491d1ed8428ec5,SENT-1114,f5f7515e7ebb569805995d2ef4d4494cac48e7ba90473a5c74491d1ed8428ec5,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0989,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,REWRITE_REQUIRED,fe5983c48215b577912b4e0bfe7606acbd6855b4039d8c0750c47c56c5f2620b,SENT-1122,739fea0fda93ac272f3a10dc161bfd8cc74832f2429a90ecda97cac638455cc4,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-0990,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,APPROPRIATE_NORMATIVE,725ba74deb8476512cc5926af18cd8b690cb256ed99175f54b490b4092be05e1,SENT-1123,725ba74deb8476512cc5926af18cd8b690cb256ed99175f54b490b4092be05e1,e618162f4b6fae75d54595e3b63924dc0f2f51e13b2514781076f81252eea264,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1020,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,f9f5083686e7b305cfd9cf2934da1e3c697332788aa283a1337dcdb3d3725192,SENT-1153,aacba9fae5d9787d6710bce6fefad361cbabfd53fd5d6dada2871c15af44df4c,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1021,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,d3cd0b020d75135d6da9efb32eef55d272bb64709aa8620779657a822e6d659e,SENT-1154,c76d09f078aae9b012891f98233e3380de0668612e807130f124dc8318c58449,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1025,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,7f9f079d6533bd2b7a851df2fef2bf8cdc8caf333d2525525e41981fd8f4783a,SENT-1158,b489cc7dfecdc076a9efd9c3786372a1edfa21dcb3bdf2f10209dee7bc169efe,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1028,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,7e4934a9224370aa5ba3c448c0ffe95418359a20616205a67abdc84f0f913760,SENT-1161,004b66a41336aecdd79b3e953d1d3b2376503b919a688218b14051817f797e06,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1031,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,fa7abe189d90ca2d0acbdecab1ca7fffabb789ea55abf22f2c50a37f4749f21c,SENT-1164,63442c9de967d34d0e8e8305150b23f48609e0ca1780540c8afe39db714916e5,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1035,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,f20dd2778d9a398768473679bdfb3c4bb0b583e941be604a8c9d518345a174cd,SENT-1168,d53bf54052c99875efe898d3b9dcc53f205f99fb9d4b8a4b89c1baec8c27fdda,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1039,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,d66642c4bb52b0261d703db68b321a954bcd171585c899ef0cd13af1414d4685,SENT-1172,f2d6ba40581f404df22f8e80550d782327e3a288481e055d2dc250df7ba35091,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1040,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,5e3fffb928327c061a1b19302bcb2151cc3279f4a9ef5b95a7f5d023e0ef2aa1,SENT-1173,5e3fffb928327c061a1b19302bcb2151cc3279f4a9ef5b95a7f5d023e0ef2aa1,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1042,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,00100fcd6c0f9befc88d2059160bc26f116526cea7c17b1432871252d1aea016,SENT-1175,4d2756a87f16ca5924022e076f6b73b290669cf2e7e9ebc7b798c2a6dbe4581a,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1044,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,66693a4a0cf343ead315226d1a3ce2b5a92ce0889fe252e0b3362ca72e5f49e8,SENT-1177,f11fefe502ddce2b7146fe1922a096817d058096ce2b08b6c1fe765a627acc33,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1057,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,f2a7e5e5b385b53b6afb178d1748283c67615f0430b38286d7b964c44a2e08f2,SENT-1190,dff61c7e9e582cd7b9a8b063124f02d27fa22831994d9e92bc2daf985341c1d7,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1062,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,696e4b8fa71417055adb2cfcf4f847865e50ba71f02b698a862557996a79bb0d,SENT-1195,872ef8cd150eb1e893248f65d7906c96994af88c4256dbec08563b13825a40a9,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1063,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,cc8f37cc0beaa1716d00d061450b3b73a8afa53397b20cb31f16b39573990671,SENT-1196,63f0223ca5ec057faadc97578075ca372e87541cc260c6754d36628d76583a6f,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1064,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,094b9648e61cb4a69eda65d5b53e6a9cc9c79d70a7e505221e76ae912ee59a83,SENT-1197,094b9648e61cb4a69eda65d5b53e6a9cc9c79d70a7e505221e76ae912ee59a83,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1073,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,e18fd2b7a8ceefd07f9e858eda7a254ea155fe702eee70215a80a5ea2c779a69,SENT-1206,b89218f922f2417b9049b2bf4168fdb195b3814c74d1e72bc9e2c8376cb2309e,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1075,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,17c613f67904704c0caf553fe646b4a91ba932003d158f63e37c585b7cf4e720,SENT-1208,9ee5bec5fe940f88ea8338920f151d0a9e693d8f4df30646790812e8d4212673,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1077,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,f73bd9b9f25f897a7bf2874b1ccb404ef9ff4c3c594c4c11936bb9e87f492908,SENT-1210,59f71315cdecc70d5a77b21f2be05783f23c1f8226b7322926d1094aa8a827a8,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1079,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,e3cc7f34a7c1583cf709b452736d5697e4b63108fdfc52539fb11e3ecefd4a5c,SENT-1212,d33a7dc12144c83d83b71413c07de5d365483b380ffa46961b40e9df6b0f925b,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1081,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,d304d9de64c736a1ee72546dceb5c12255cfff62823238c5664468675ca2e248,SENT-1214,7c2071350e2eb45b713f29ccbdaeca531b06009ad7a489b372a2a9a82e01e4ff,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1082,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,92288cd3fd456abfd62c7f2cda591db0e9b391f7a7cd7bda366bda8417b87abe,SENT-1215,34ca418dae68bc32474cef3b1a9f2246c2c31bddcd91b81fda90a78813fb2cf0,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1088,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,785c9ee3b697e5759086672a2e8282b2dd1efbe76ade6084b2a17dfa02e9c8b6,SENT-1221,0453b595ad4509e6902247d73e07be791dc793bb22469e9db8154a31172b2eea,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1090,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,9e0aa1731cec7ba1a81613559c3b6e1f634f07c62be4c113bfea9fdfd8a42757,SENT-1223,6a5d58271c1c87a1863536e95acb9c4af6e1f1a3c5d126721c38cb104a7478a7,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1094,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,b2fcd2b318acef6d86987fc41e65331337908fcac6bd60ebb158c3cb379671a9,SENT-1227,ac9c4471a5da8bf7a734cca0bc38914a94e2d72f1bd4679565e19eb263495d6f,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1101,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,ee361f625539e065df192b3448d43b94bdaf43564ec73ff3eb778435e76b5715,SENT-1234,ee361f625539e065df192b3448d43b94bdaf43564ec73ff3eb778435e76b5715,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1102,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,d906dc6a21b3b6f45cabe4c9974816ebcbcb5d43aa5d93e3b81816f676637ab4,SENT-1235,d906dc6a21b3b6f45cabe4c9974816ebcbcb5d43aa5d93e3b81816f676637ab4,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1105,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,0aee535288aa7b3d1fc1bd78204ac1b57700ba6405ef433567d407c51fb57851,SENT-1238,0aee535288aa7b3d1fc1bd78204ac1b57700ba6405ef433567d407c51fb57851,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1107,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,16c2c640ff00916dfcb94bc361592a1388769f211e5ee6cced9189f01a195d64,SENT-1240,16c2c640ff00916dfcb94bc361592a1388769f211e5ee6cced9189f01a195d64,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1109,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,REWRITE_REQUIRED,567fb9e909e57db879f4111279e64bb37b8ddbaf5ff83a64da77581f68bc2727,SENT-1242,314b3429d365dbac3926a77994cbec530930e3fbc71420ce06b93981725feea6,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1111,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,APPROPRIATE_NORMATIVE,e3287fe606b8be59f1199ab8a42f44fa14447b30723ef634ac2a30e5048dd4ce,SENT-1244,e3287fe606b8be59f1199ab8a42f44fa14447b30723ef634ac2a30e5048dd4ce,b8f61cf00848e47c3d3878a70331d4aacec81ba8957ba5865445297c68bc137f,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1141,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,REWRITE_REQUIRED,5be4b63864e5f2011d2bbbc04f161c2ad9b1f78ac3da037bce49ec4cee1c437e,SENT-1274,dd4b63057a31cbb7d76969759e3916ca9d1ed7ad1fef672ee4c81e532e69ed0c,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1148,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,APPROPRIATE_NORMATIVE,5cc8646d5e99672218bbac6006b7d1652985f2f548eff67d7882cc9ce1142a75,SENT-1281,5cc8646d5e99672218bbac6006b7d1652985f2f548eff67d7882cc9ce1142a75,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1151,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,REWRITE_REQUIRED,2dbe051ace6052eae08573dbeab163902c7fa19731e5cf686089ef6166f0329e,SENT-1284,ea018588b528a8ce7c9f6feeea1184a0fa176b1130752199115ff6d99f54fe28,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1154,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,REWRITE_REQUIRED,3b6270a614ec42d0d6b68da8dbdee50e184aee781431d89871f5c4f54de3c6e2,SENT-1287,90497ac83598ee81fd41c1d36e1c9215b0288fe39d557ad4db3ef769bb880729,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1157,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,REWRITE_REQUIRED,c48ce848a0bf4d77e02dad3c304e6e46b8a5b911fb09ead6ceb1db9c6c6affb8,SENT-1290,1fc99fe00596cdab4418ab8eb9d9d0d94d7e919455030c294db81293c257bf7f,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1162,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,REWRITE_REQUIRED,538cd4e3235749556ca4eea383c4d4ba75bcb14877fcce4233821325f5ef2d9d,SENT-1295,545d29ffb1f1605fa0d72d8f02c701e7bb98e9532dc068a4e9113f459b1f2196,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
SENT-1163,52bebecfb2a435d0e7ff2efea557c5799674ded6,cfc2572291a2676933b08b7466d1ea1e7e76bebb,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,APPROPRIATE_NORMATIVE,f0cec95e49c7bf8a569597d4c48431c0615bf4be5fe4299ed34f91a66765a079,SENT-1296,a1a61a0de94f0a99268eef58571dc63344fa5986a3600ccb58e838cbb9caf347,fabf388e817693a86f740c0b2aa1dd809ce4c422aaa0b6bf73c752e18d67affd,APPLIED_VERIFIED,codex-wave4-applier,2026-08-16,Derived from the exact signed candidate and target sentence-evidence snapshot.
