state_id,unit_id,chapter,file,line_start,line_end,heading,summary,technical_elements,source_ids,invariant_ids,scenario_ids,result,finding_ids,review_note
STATE-064,3.5.6,3,docs/3.回答に使う資料を準備する/3.5.Metadata・Provenance・ACL設計.md,154,181,更新・削除・権限剥奪とsecurity test,権限剥奪は、一つのメタデータ値を更新して完了する処理ではありません。 情報源、待機中・稼働中インデックス、複製、キャッシュ、セッション、旧インデックスへ変更を反映させます。 検索対象から削除済みであることを示す記録（墓標）と、保存媒体から物理的に削除する期限を分けます。 検索から直ちに除外し、保存期間や法的要件に従って後から物理削除できます。 切り替え前後の両インデックスへ同じ削除と権限変更を適用します。 剥奪からすべての検索経路へ反映されるまでの時間を測ります。 旧版へロールバックしても退職者や削除済みグループの権限が復活しないことを確認します。 反映に失敗した資源は、一時的に検索不能にします。 正常な利用者が自分の文書を検索できることだけでは、認可を検証できません。 次の境界条件を試験データとして用意します。 - 別テナント、別部署、別グループの利用者 - 退職者、権限剥奪直後、期限切れ権限 - 属性の値がない状態（NULL）、旧スキーマ、大小文字が異なる値 - 複数グループへ所属する利用者 - 共有を解除した文書と旧インデックス - 複数質問、候補数拡大、キャッシュ利用時の検索 権限外チャンクが、検索候補、プロンプト、回答、引用、ログへ一件も入らないことを確認します。 同時に、過剰な拒否によって正しい根拠が欠落した割合も別の指標で測ります。 拒否した文書の存在、件数、名称を回答から推測できないことも確認します。 試験結果には、利用者属性、方針版、インデックス版、検索条件を記録します。,Chunking;ACL・認可;矛盾・版・時点;Citation;更新・削除・Rollback,,INV-004;INV-008;INV-022;INV-001;INV-002;INV-003;INV-015;INV-005;INV-010;INV-013;INV-012;INV-019;INV-017;INV-018;INV-023,SCN-001;SCN-006;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010;SCN-018;SCN-017,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-065,3.6.1,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,6,39,embeddingの役割とbi-encoder,# 3.6. Embedding設計 埋め込みは、質問と文書を数値ベクトルへ変換し、意味的に近い候補を検索するために利用します。 モデル名だけで選ばず、距離尺度、文書分割、対象言語、専門語、インデックス、再生成の運用を一体として設計します。 **埋め込み（embedding）**は、テキストを固定長の数値ベクトルへ写す処理です。 意味や用法が近いテキストは、学習されたベクトル空間でも近くなることが期待されます。 検索では、質問のベクトルに近いチャンクを候補として取得します。 [Sentence-BERT](https://arxiv.org/abs/1908.10084)は、文を独立して埋め込み、文同士の類似度を効率的に計算する方法を提案しました。 [**DPR（Dense Passage Retrieval、密なパッセージ検索）**](https://arxiv.org/abs/2004.04906)は、質問と文書を別のエンコーダーで埋め込み、質問応答の文書検索へ利用しました。 ベクトルの近さは、学習された表現上の類似度です。 主張の真偽、情報源の信頼度、文書の版、アクセス権を表すものではありません。 これらはメタデータ、ACL、検証で扱います。 図3-3は、左側で文章をベクトルへ変換し、右側で質問に近い文書を候補として選ぶ流れを示します。 右側では点同士の距離が意味的な近さを表し、質問に近い青い点群が関連文書、離れた灰色の点群が無関係な文書です。 二次元表示は直感を得るための模式図であり、実際の数百・数千次元の空間をそのまま可視化したものではありません。 埋め込みは文章をベ,Chunking;ACL・認可;Embedding;Sparse retrieval;Dense retrieval,SRC-042;SRC-043,INV-004;INV-008;INV-022;INV-001;INV-002;INV-003;INV-015;INV-006,SCN-001;SCN-006;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-066,3.6.2,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,40,54,similarity metricと正規化,代表的な比較方法には、コサイン類似度、内積、ユークリッド距離があります。 同じ「類似度スコア」という名前でも、値の範囲、大小の意味、埋め込みモデルの学習条件が異なります。 埋め込みモデルが想定する正規化と距離尺度を、文書登録時と質問時で一致させます。 ベクトルの長さを1に揃えるL2正規化を行った場合、コサイン類似度と内積の順位が同じになる条件があります。 ただし、その性質を理由に、モデルや検索製品の推奨設定を確認せず置き換えてはいけません。 モデルID、次元数、正規化、距離尺度を一つの版契約へ含めます。 距離尺度だけを変えても検索順位は変わるため、同じ評価質問で再現率、順位指標、スコア分布を再評価します。 類似度スコアを、回答が正しい確率として扱いません。 スコアしきい値を回答保留へ使う場合は、正解・不正解の検証データを使って調整し、質問群ごとの差を確認します。,Embedding;Answerability・Refusal,,INV-006;INV-009;INV-013,SCN-008;SCN-001;SCN-010;SCN-012,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-067,3.6.3,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,55,85,model選定とdomain適合,埋め込みモデルを比較する前に、文書のスナップショット、解析結果、チャンク分割、評価質問を固定します。 近似探索の設定差を混ぜないため、まず完全探索でモデル固有の検索品質を比べます。 候補は次の順に絞ります。 1. 対応言語、最大入力長、商用利用条件、データ送信先、提供版を確認し、利用条件を満たさないモデルを除外します。 2. 同じ文書と質問を各モデルで埋め込み、正解チャンクが上位候補へ入る割合と順位を測ります。 3. 型番、否定、短い質問、複数言語、長いチャンクなど、失敗しやすい質問群ごとに結果を分けます。 4. ベクトルの次元数、埋め込み生成時間、検索時間、保存容量、要求当たり費用を同じ環境で測ります。 [**MTEB（Massive Text Embedding Benchmark、大規模テキスト埋め込みベンチマーク）**](https://arxiv.org/abs/2210.07316)は、多様なタスクと言語で埋め込みモデルの性能が一様ではないことを示します。 共通評価の順位だけで決めず、業務の質問と正解根拠で合否を判断します。 合格基準には、全体値だけでなく、重要な質問群ごとの最低値、応答時間、費用、利用条件を含めます。 すべての条件を満たす候補がない場合は、キーワード検索との併用、対象範囲の限定、別モデルへの振り分けを検討します。 採用モデルはID、提供版、前処理、次元数、距離尺度とともに記録します。 共通の条件で比較する公開評価（ベンチマーク）で上位のモデルが、社内略語、法令、コード、日英混在文書でも最良とは限りません。 [MTEB](https://arxiv.,Snapshot・Manifest;Chunking;Embedding;Cost・Routing,SRC-044,INV-004;INV-017;INV-020;INV-008;INV-022;INV-006;INV-021,SCN-001;SCN-006;SCN-017;SCN-018;SCN-008,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-068,3.6.4,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,86,114,苦手な情報とchunkとの相互作用,型番、条文番号、URL、短い略語、数値は、意味的に近い別の表現と混同される場合があります。 `Model-10` と `Model-100` は意味空間で近くても、業務上は別製品です。 「利用できます」と「利用できません」のような否定差も、単一ベクトルでは近くなる可能性があります。 DPRの分析では、BM25が希少なキーフレーズを正確に取得した例も示されています。 密検索だけがすべての質問で優位ではありません。 完全一致、項目別検索、BM25、メタデータによる絞り込みと役割を分けます。 長いチャンクを一つのベクトルへまとめると、複数の話題や表の細かな値が圧縮されます。 [ColBERT](https://arxiv.org/abs/2004.12832)は、文書内の各トークン表現を保持し、質問との遅延相互作用でスコアを計算します。 単一ベクトルと多ベクトルには、検索品質、保存量、応答時間の違いがあります。 モデルを交換する前に、失敗が埋め込み表現、文書分割、質問変換、ANNのどこで生じたかを分けます。 チャンクが長いほど、一つのベクトルへ複数の意味が混ざります。 チャンクが短いほど、前後で定義された用語、代名詞、条件を失います。 埋め込みモデルとチャンキングは相互に影響します。 見出しや文書名をチャンク本文へ付けて埋め込む方法と、別項目で絞り込み・順位の引き上げへ使う方法を比較します。 本文へ付けると検索表現が自己完結しやすくなる一方、同じ見出しが多数のチャンクへ繰り返され、類似度を支配する可能性があります。 [Late Chunking](https://arxiv.org/,Chunking;Embedding;Vector index・ANN;Sparse retrieval;Dense retrieval,SRC-045;SRC-034,INV-004;INV-008;INV-022;INV-006;INV-003;INV-018,SCN-001;SCN-006;SCN-008;SCN-004;SCN-019;SCN-018,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-069,3.6.5,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,115,139,次元数・batching・cache・throughput,埋め込みの次元数は、検索品質だけでなく、保存容量、メモリ、ネットワーク転送、ANNの応答時間へ影響します。 次元数を増やせば常に品質が上がるとは限りません。 モデルがその次元で学習・提供されているかを確認します。 [Matryoshka Representation Learning](https://arxiv.org/abs/2205.13147)は、一つの表現の先頭部分を異なる次元数で利用できるよう学習する方法を提案しました。 この性質を持たない任意のベクトルを単純に切り詰めても、同じ効果は得られません。 モデルが複数の次元数を正式に対応する場合、256、512、1024などを別インデックスで比較します。 検索再現率、正しい候補が上位にあるほど高く評価するnDCGなどの順位指標、応答時間、インデックス容量、費用を記録します。 次元数をスキーマの一部として固定し、変更を再埋め込みのリリースとして扱います。 大量の文書を埋め込む場合は、複数件をまとめてモデルへ渡す一括処理を利用できます。 一括件数を増やすと処理効率が上がる場合がありますが、**GPU（Graphics Processing Unit、グラフィックス処理装置）**のメモリ、APIの入力上限、失敗時の再処理範囲も増えます。 対象環境で処理量と失敗率を測ります。 内容ハッシュと埋め込みモデル版をキャッシュキーにすると、変更していないチャンクの再計算を避けられます。 チャンク本文が同じでも、モデル、前処理、質問・文書接頭辞、正規化が変わればキャッシュを再利用しません。 ACLやメタデータだけの変更は、ベクトルキャッシ,Chunking;ACL・認可;Embedding;Vector index・ANN;Retrieval評価;性能・可用性;Cost・Routing,SRC-046,INV-004;INV-008;INV-022;INV-001;INV-002;INV-003;INV-015;INV-006;INV-018;INV-020;INV-021;INV-023,SCN-001;SCN-006;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008;SCN-018,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-070,3.6.6,3,docs/3.回答に使う資料を準備する/3.6.Embedding設計.md,140,155,version管理と再embedding,埋め込みの版には、モデルID、改訂番号（リビジョン）、次元数、正規化、距離尺度、質問・文書用の接頭辞、トークナイザーを含めます。 一つでも互換性に関係する値が変わった場合は、新しい版として扱います。 異なるモデルのベクトルを、同じ空間へ混在させません。 新モデルの文書ベクトルは別インデックスへ全件生成し、対応する質問エンコーダーと組み合わせます。 旧ベクトルと新質問を比較しても、距離の意味は保証されません。 一般ベンチマークと業務の正解集合で新旧を比較します。 実際の質問を回答へ影響しない形で新インデックスにも送り、候補、スコア分布、応答時間を確認します。 合格後に検索先を切り替え、旧インデックスの保持期間とロールバック条件を定めます。 モデル提供者が同じ名前のまま内部版を更新する場合にも備えます。 取得したリビジョン、モデル成果物のハッシュ、実行環境を記録し、検索分布の変化を検知します。 再埋め込みは単なる一括ジョブではなく、検索結果を変えるリリースです。,Embedding,,INV-006,SCN-008,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-071,3.7.1,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,6,29,indexの役割とexact search・ANN,# 3.7. Index構築とライフサイクル インデックスは、検索可能なデータ構造、設定、元データ、版を記録した構成一覧（マニフェスト）を一つの成果物として管理します。 構築、更新、削除、切り替え、復旧までを一続きの運用として扱います。 キーワード検索では、語から文書へ対応する転置インデックスを利用します。 意味検索では、埋め込みベクトルから近い候補を探すために、完全探索または近似最近傍探索（ANN）のデータ構造を利用します。 ハイブリッド検索では、二つのインデックスが同じ文書版とチャンクIDを参照する必要があります。 構築は、データをアップロードする一工程ではありません。 入力検査、登録、最適化、検証、公開へ分けます。 元の情報源スナップショットから、同じ設定と件数で再構築できるようにします。 稼働中のインデックスへ更新を追加するだけでは、削除、権限変更、圧縮、性能劣化を管理できません。 どの版が検索に使われ、どの変更が反映済みかを追跡できる状態を作ります。 **完全探索（exact search）**は、質問ベクトルをすべての文書ベクトルと比較します。 データ量が小さい場合や評価用の一部データでは、正しい近傍を得る基準として利用できます。 計算量はベクトル数に比例するため、規模と要求数が増えると応答時間と計算資源が増えます。 ANNは、探索範囲を絞り、真の近傍を一部見落とす可能性と引き換えに検索を高速化します。 必要かどうかは、コーパス件数、同時要求数、応答時間目標、利用できるメモリから決めます。 ANNを使うこと自体を最適化と見なさず、完全探索と比較して近傍再現率を測りま,Snapshot・Manifest;Chunking;ACL・認可;Embedding;Vector index・ANN;Hybrid・Fusion;更新・削除・Rollback,,INV-004;INV-017;INV-020;INV-008;INV-022;INV-001;INV-002;INV-003;INV-015;INV-006;INV-018;INV-023,SCN-001;SCN-006;SCN-017;SCN-018;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-072,3.7.2,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,30,47,HNSW,**HNSW（Hierarchical Navigable Small World、階層型ナビゲーション可能小世界）**は、近いベクトルをグラフで結び、階層的に探索するANN手法です。 [HNSWの論文](https://arxiv.org/abs/1603.09320)は、階層化した小世界グラフによる近傍探索を提案しました。 代表的な設定には、ノード当たりの接続数 `M`、構築時の探索幅 `efConstruction`、質問時の探索幅 `efSearch` があります。 値を大きくすると近傍再現率が上がる場合がありますが、構築時間、メモリ、応答時間も増えます。 設定間の関係は実装に依存するため、製品の既定値を無条件に採用しません。 [LuceneのHNSWをAnseriniへ統合した研究](https://arxiv.org/abs/2304.12139)は、LuceneとFaissについて、検索品質、構築時間、処理量、インデックス容量を比較しました。 この比較では質問や文書をベクトルへ変換する時間を含まないため、実務ではベクトル化から検索までの応答時間も別に測ります。 メタデータフィルターで候補が少なくなると、グラフ上で条件に合う近傍へ到達しにくくなる場合があります。 [ACORN](https://arxiv.org/abs/2403.04871)のようにフィルター条件を考慮する探索も候補です。 [NaviX](https://arxiv.org/abs/2506.23397)は、フィルターを満たす候補の割合に加え、その候補がベクトル空間のどこへ集まるかに応じて探索方法,Vector index・ANN;Cost・Routing;更新・削除・Rollback;Hierarchical RAG,SRC-047;SRC-048;SRC-049;SRC-050,INV-003;INV-006;INV-018;INV-021;INV-017;INV-023;INV-004;INV-005,SCN-004;SCN-019;SCN-008;SCN-018;SCN-017;SCN-001;SCN-006;SCN-002;SCN-007,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-073,3.7.3,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,48,74,IVF・Product Quantization・hardware,**IVF（Inverted File Index、転置ファイル索引）**は、ベクトルを粗い中心へ割り当て、質問時に近い領域だけを探索します。 中心数や探索する領域数によって、速度と再現率が変わります。 **PQ（Product Quantization、直積量子化）**は、ベクトルを部分ベクトルへ分け、各部分を短いコードで表して保存量と距離計算を減らします。 [Product Quantization](https://doi.org/10.1109/TPAMI.2010.57)は、大規模な近傍探索のための圧縮方法を提案しました。 圧縮によって元ベクトルとの距離へ誤差が入ります。 IVFでは中心数と探索領域数、PQではコード長などを変えて評価します。 圧縮ベクトルで候補を取得し、元ベクトルで再順位付けする構成もあります。 完全探索との再現率差、保存容量、応答時間、引用に必要な上位順位の変化を測ります。 GPUは、多数の計算を並行に実行しやすい演算装置です。 GPUは大量のベクトル距離計算を並列化でき、インデックス構築や検索を高速化できる場合があります。 [FaissのGPU近傍探索](https://arxiv.org/abs/1702.08734)は、10億規模のベクトル検索を扱いました。 **CPU（Central Processing Unit、中央処理装置）**は、計算機の基本処理を担う演算装置です。 GPU内のメモリ、CPUとのデータ転送、装置費用、障害時の代替経路が制約です。 **SSD（Solid State Drive、半導体ドライブ）**は、データを保存する,Vector index・ANN;Citation;Generation評価;Cost・Routing,SRC-051;SRC-052;SRC-053,INV-003;INV-006;INV-018;INV-004;INV-012;INV-019;INV-009;INV-011;INV-020;INV-021,SCN-004;SCN-019;SCN-008;SCN-018;SCN-001;SCN-006;SCN-011;SCN-016;SCN-010,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-074,3.7.4,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,75,105,index schemaとmanifest,インデックススキーマには、ベクトル次元数、距離尺度、正規化、本文項目、見出し、ACL、絞り込みに使えるメタデータを定義します。 キーワード検索では、分かち書き、辞書、項目ごとの重みも含めます。 質問エンコーダーと文書ベクトルが、同じ埋め込み版と前処理を利用することを検査します。 距離尺度や次元数が違う場合、登録できても検索結果に意味はありません。 値の種類が多い項目や、大きいメタデータを無制限に検索用の保存先へ入れません。 検索、画面表示、監査の保存先を分けます。 スキーマ変更が既存検索と互換か、全件再インデックスを必要とするかを定めます。 製品の既定値を暗黙に使わず、設定値と選択理由をマニフェストへ残します。 インデックス名に作成日を入れるだけでは、同じ成果物を再構築できません。 次の情報をマニフェストへ保存します。 - インデックス版とスキーマ版 - 情報源スナップショットと対象件数 - 解析器、分割器、埋め込みモデルの版 - 次元数、正規化、距離尺度、ANN設定 - 構築コード、設定、実行環境、必要な乱数の初期値 - 文書、チャンク、ベクトル、登録済み件数 - 各段階のハッシュ、警告、隔離件数 文書、チャンク、ベクトル、インデックス登録件数の差を説明できる必要があります。 例えば、埋め込みに失敗したチャンクは隔離一覧と一致させます。 [Hidden Technical Debt](https://papers.nips.cc/paper/5656-hidden-technical-debt-in-machine-learning-systems)が構成管理の負債を論じたよ,Ingestion;Snapshot・Manifest;Chunking;ACL・認可;Embedding;Vector index・ANN;Audit・Trace,SRC-023,INV-003;INV-022;INV-023;INV-004;INV-017;INV-020;INV-008;INV-001;INV-002;INV-015;INV-006;INV-018;INV-019,SCN-004;SCN-019;SCN-001;SCN-006;SCN-017;SCN-018;SCN-003;SCN-005;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-075,3.7.5,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,106,127,初回buildとincremental update,初回構築は、入力検査、重複処理、埋め込み、一括登録、最適化、検証を段階に分けます。 各段階にチェックポイントと冪等性を持たせ、途中失敗から安全に再開します。 構築中インデックスは、利用者の検索経路から隔離します。 文書・チャンク・ベクトル件数、代表的な近傍、ACLの否定試験、正解質問を検査してから公開します。 失敗文書を黙って落とさず、隔離して情報源と影響範囲を示します。 大規模登録の速度だけを成功基準にしません。 どの情報源が欠け、どの質問へ影響するかを再現できることを優先します。 増分更新では、新規追加、文書の置換、メタデータのみの変更、削除を区別します。 変更種別に応じて、チャンク再生成、再埋め込み、メタデータ更新、削除を実行します。 グラフ型ANNへ追加と削除を繰り返すと、検索品質と性能が初回構築時から変化する場合があります。 論理削除の蓄積、再配置、圧縮、全件再構築を行うしきい値を設けます。 [FreshDiskANN](https://arxiv.org/abs/2105.09613)と[SPFresh](https://arxiv.org/abs/2410.14452)は、継続的な追加・削除を伴う大規模ベクトル検索を扱いました。 情報源の更新から検索可能になるまでの時間、削除済みだが検索できる件数、ANN再現率、応答時間を監視します。 更新処理が速いことだけでなく、検索品質と削除の正しさを維持していることで評価します。,Chunking;ACL・認可;Embedding;Vector index・ANN;更新・削除・Rollback,SRC-054;SRC-055,INV-004;INV-008;INV-022;INV-001;INV-002;INV-003;INV-015;INV-006;INV-018;INV-017;INV-023,SCN-001;SCN-006;SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008;SCN-018;SCN-017,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-076,3.7.6,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,128,148,削除・ACL変更・blue-green・rollback,削除、失効、ACL剥奪は、稼働中インデックスだけでなく、待機中インデックス、複製、キャッシュ、旧インデックスへ反映させます。 検索結果、生成コンテキスト、引用画面から消えたことを、権限の異なる試験主体で確認します。 検索から直ちに除外する論理削除と、保存媒体から消去する物理削除の期限を分けます。 ロールバック先にも同じ削除情報を適用し、旧インデックスへ戻したときに文書が復活しないようにします。 追加文書の反映に短い遅延を許容できる場合でも、権限剥奪にはより短い反映時間が必要な場合があります。 変更種別ごとにサービス目標を分け、削除・剥奪の遅延をセキュリティ指標として扱います。 新しいインデックスは別名で構築し、旧版と並行して保持します。 同じ質問を回答へ影響しない形で新旧へ実行し、正解集合、ACL、応答時間、エラーを比較します。 合格後に別名または検索の参照先を新インデックスへ切り替えます。 異なる埋め込み空間やスキーマの候補を、同じ順位一覧へ無計画に混在させません。 候補を統合する必要がある場合は、対応する検索器と統合規則を版管理します。 旧インデックスを定めた期間保持し、品質、応答時間、エラーが基準を外れた場合に戻します。 ロールバックで古いACLや削除済み文書を復活させないよう、データ変更と処理リリースを別々に管理します。,ACL・認可;Embedding;矛盾・版・時点;Citation;更新・削除・Rollback,,INV-001;INV-002;INV-003;INV-015;INV-006;INV-005;INV-010;INV-013;INV-004;INV-012;INV-019;INV-017;INV-018;INV-023,SCN-003;SCN-019;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008;SCN-001;SCN-002;SCN-007;SCN-011;SCN-012;SCN-010;SCN-006;SCN-018;SCN-017,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-077,3.7.7,3,docs/3.回答に使う資料を準備する/3.7.Index構築とライフサイクル.md,149,188,consistency・capacity・observability,複数の計算資源へデータを分散するベクトルデータベースは、ANNアルゴリズムだけでなく、書き込み経路、ログ、データ区画、スナップショット、複製、圧縮を含みます。 [Manu](https://arxiv.org/abs/2206.13843)は、継続的な更新とベクトル検索を扱う分散型システムを示しました。 どの変更を、いつ、どの複製で検索できるかを定めます。 新規文書には、短い遅延の後ですべての複製が同じ状態になる結果整合性を許容しても、権限剥奪や削除には強い境界を要求する場合があります。 一つの「整合性」という値ではなく、変更種別と利用者リスクで決めます。 複製の遅延、保存区画（セグメント）の統合・圧縮、障害復旧、失われる可能性のある更新範囲を運用要件へ含めます。 製品名を選ぶ前に、必要な整合性モデル、復旧時間、復旧時点を定義します。 容量計画では、現在の件数だけでなく、文書増加、再構築中の新旧併存、複製、削除待ちのデータを含めます。 ベクトル本体の概算容量は `N × d × b` で求められます。 `N` はベクトル数、`d` は次元数、`b` は一要素当たりのバイト数です。 実際には、グラフや量子化の索引、ID、メタデータ、ログ、複製にも容量が必要なため、対象製品で実測します。 性能試験では、本番に近い次の条件を用意します。 1. 文書数、ベクトル分布、メタデータ、ACLの選択率を本番の見込みに合わせます。 2. 同時質問数、上位取得件数、更新・削除の頻度、質問の長短を組み合わせます。 3. データがメモリにある状態と、ディスクから読み込む状態を分けて測ります。 4. 初,Ingestion;Snapshot・Manifest;ACL・認可;Embedding;Vector index・ANN;Generation評価;Audit・Trace;更新・削除・Rollback,SRC-056;SRC-052;SRC-053,INV-003;INV-022;INV-023;INV-004;INV-017;INV-020;INV-001;INV-002;INV-015;INV-006;INV-018;INV-009;INV-011;INV-012;INV-019,SCN-004;SCN-019;SCN-001;SCN-006;SCN-017;SCN-018;SCN-003;SCN-005;SCN-013;SCN-014;SCN-015;SCN-016;SCN-008;SCN-010;SCN-011,整合（一次資料あり）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-078,3.8.1,3,docs/3.回答に使う資料を準備する/3.8.Publish前ゲート.md,5,14,manifest・schema・ACL・削除のpreflight,# 3.8. Publish前ゲート Publish前ゲートは、Batch処理の成果物が構造上壊れていないことを確認し、評価へ渡すための停止点です。検索品質の良否はここで重複評価せず、第7章のgolden datasetとrelease gateで判断します。 ingestion対象、入力snapshot、parser、chunking、embedding、index schema、件数、digestがmanifestと一致することを確認します。不一致時はpublishを止め、部分的に成功した成果物を公開しません。 `document_id`、`chunk_id`、source、version、provenanceなど、後段が必須とするfieldの欠損と型違反を検出します。schema違反をdefault値で隠さず、対象を隔離して再処理します。 ACLを必要とするdocumentまたはchunkに権限情報がない場合は、公開側へ倒さずfail closedにします。継承元、tenant、group、policy versionを追跡できることも確認します。 削除済みdocument、失効版、権限剥奪対象がpublish候補に残っていないかを、source側の差分と照合します。追加だけでなく、削除と権限変更がindexへ伝播したことを確認します。,Snapshot・Manifest;文書解析・Layout・OCR;Chunking;Metadata・Provenance;ACL・認可;Embedding;Dense retrieval;Structured output;評価データセット;Regression・A/B・Canary;更新・削除・Rollback,,INV-004;INV-017;INV-020;INV-022;INV-008;INV-005;INV-019;INV-001;INV-002;INV-003;INV-015;INV-006;INV-018;INV-023,SCN-001;SCN-006;SCN-017;SCN-018;SCN-002;SCN-007;SCN-016;SCN-019;SCN-003;SCN-005;SCN-004;SCN-013;SCN-014;SCN-015;SCN-008,整合（節内契約／原点資料の直接割当なし）,,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
STATE-079,3.8.2,3,docs/3.回答に使う資料を準備する/3.8.Publish前ゲート.md,15,23,publish候補の固定・隔離・評価引き渡し・rollback,publish候補を一意に再現できるよう、data snapshot、処理設定、model、dimension、index schema、artifact digestをmanifestへ固定します。後から同名indexへ上書きしません。 作成中・検証中のindexはproduction aliasから分離し、評価が完了するまで検索対象にしません。隔離単位はversion、namespace、collectionなど、切替と削除を原子的に行えるものにします。 第7章へ、publish候補の識別子、manifest、変更内容、既知の警告、評価対象sliceを渡します。第3章のgate通過は品質合格を意味せず、評価可能な成果物が揃ったことだけを意味します。 第7章のrelease gate通過後にaliasやrouting先を原子的に切り替えます。異常時は直前の既知良好versionへ戻せるよう、旧indexとmanifestを保持し、rollback手順を事前に試験します。,Snapshot・Manifest;Regression・A/B・Canary;性能・可用性;更新・削除・Rollback,,INV-004;INV-017;INV-020;INV-018;INV-021;INV-023;INV-003,SCN-001;SCN-006;SCN-017;SCN-018;SCN-004;SCN-019,要修正,FND-006,Quintは状態遷移契約を検査。説明の事実妥当性は一次資料台帳で別途追跡。
