source_id,title,url,trust_tier,inspection_status,evidence_scope,formal_atoms,projection_summary,retrieval_date,notes,source_formula,lean_symbol,projection_adequacy,projection_review_scope,projection_reviewer,projection_review_date,truth_boundary
SRC-054,FreshDiskANN: A Fast and Accurate Graph-Based ANN Index for Streaming Similarity Search,https://arxiv.org/abs/2105.09613,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ann=true;cost=true;disk_backed=true;empirical_result=true;graph_index=true;incremental_updates=true;latency=true;recall_metric=true;retrieval=true;temporal_freshness=true,"Controlled projection: retrieval=true, temporal_freshness=true, ann=true, graph_index=true, disk_backed=true, incremental_updates=true, recall_metric=true, latency=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ann=true, cost=true, disk_backed=true, empirical_result=true, graph_index=true, incremental_updates=true, latency=true, recall_metric=true, retrieval=true, temporal_freshness=true)",SRC_054_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-055,SPFresh: Incremental In-Place Update for Billion-Scale Vector Search,https://arxiv.org/abs/2410.14452,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ann=true;cost=true;dataset_shift=true;dimension_contract=true;empirical_result=true;incremental_updates=true;latency=true;retrieval=true;scalability=true;temporal_freshness=true,"Controlled projection: retrieval=true, temporal_freshness=true, dataset_shift=true, ann=true, incremental_updates=true, latency=true, cost=true, scalability=true, dimension_contract=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ann=true, cost=true, dataset_shift=true, dimension_contract=true, empirical_result=true, incremental_updates=true, latency=true, retrieval=true, scalability=true, temporal_freshness=true)",SRC_055_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-056,Manu: A Cloud Native Vector Database Management System,https://arxiv.org/abs/2206.13843,B,PRIMARY_ABSTRACT_INSPECTED,abstract,embedding_model=true;generation=true;retrieval=true;scalability=true,"Controlled projection: retrieval=true, generation=true, scalability=true, embedding_model=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(embedding_model=true, generation=true, retrieval=true, scalability=true)",SRC_056_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-057,Query Resolution for Conversational Search with Limited Supervision,https://arxiv.org/abs/2005.11723,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;generation=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, generation=true, retrieval=true)",SRC_057_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-058,Adaptive-RAG: Learning to Adapt Retrieval-Augmented Large Language Models through Question Complexity,https://arxiv.org/abs/2403.14403,B,PRIMARY_ABSTRACT_INSPECTED,abstract,adaptive_strategy=true;bedrock_kb=true;external_knowledge=true;generation=true;multi_hop=true;open_domain_qa=true;parametric_memory=true;rag=true;retrieval=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, parametric_memory=true, open_domain_qa=true, multi_hop=true, adaptive_strategy=true, bedrock_kb=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(adaptive_strategy=true, bedrock_kb=true, external_knowledge=true, generation=true, multi_hop=true, open_domain_qa=true, parametric_memory=true, rag=true, retrieval=true)",SRC_058_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-059,Retrieval Augmented Generation or Long-Context LLMs? A Comprehensive Study and Hybrid Approach,https://arxiv.org/abs/2407.16833,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;cost=true;empirical_result=true;evaluation=true;generation=true;long_context=true;rag=true;retrieval=true;self_reflection=true,"Controlled projection: rag=true, retrieval=true, generation=true, long_context=true, evaluation=true, benchmark=true, cost=true, self_reflection=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, cost=true, empirical_result=true, evaluation=true, generation=true, long_context=true, rag=true, retrieval=true, self_reflection=true)",SRC_059_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-060,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,https://arxiv.org/abs/2212.10509,B,PRIMARY_ABSTRACT_INSPECTED,abstract,bounded_steps=true;empirical_result=true;evidence_trace=true;external_knowledge=true;generation=true;hallucination=true;iterative=true;knowledge_intensive=true;multi_hop=true;retrieval=true;temporal_freshness=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, knowledge_intensive=true, hallucination=true, temporal_freshness=true, iterative=true, multi_hop=true, empirical_result=true, bounded_steps=true, evidence_trace=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(bounded_steps=true, empirical_result=true, evidence_trace=true, external_knowledge=true, generation=true, hallucination=true, iterative=true, knowledge_intensive=true, multi_hop=true, retrieval=true, temporal_freshness=true)",SRC_060_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-061,Query Rewriting for Retrieval-Augmented Large Language Models,https://arxiv.org/abs/2305.14283,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;evaluation=true;generation=true;knowledge_intensive=true;open_domain_qa=true;original_query_trace=true;query_rewrite=true;rag=true;retrieval=true;scalability=true,"Controlled projection: rag=true, retrieval=true, generation=true, knowledge_intensive=true, open_domain_qa=true, query_rewrite=true, evaluation=true, scalability=true, empirical_result=true, original_query_trace=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, evaluation=true, generation=true, knowledge_intensive=true, open_domain_qa=true, original_query_trace=true, query_rewrite=true, rag=true, retrieval=true, scalability=true)",SRC_061_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-062,Document Expansion by Query Prediction,https://arxiv.org/abs/1904.08375,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;generated_query_representation=true;generated_terms=true;latency=true;original_text_preserved=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, generated_query_representation=true, rerank=true, latency=true, empirical_result=true, generated_terms=true, original_text_preserved=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, generated_query_representation=true, generated_terms=true, latency=true, original_text_preserved=true, rerank=true, retrieval=true)",SRC_062_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-063,Query2doc: Query Expansion with Large Language Models,https://arxiv.org/abs/2303.07678,B,PRIMARY_ABSTRACT_INSPECTED,abstract,dense=true;empirical_result=true;generated_query_representation=true;generation=true;length_normalization=true;original_query_retained=true;retrieval=true;tf_saturation=true,"Controlled projection: retrieval=true, generation=true, dense=true, tf_saturation=true, length_normalization=true, generated_query_representation=true, empirical_result=true, original_query_retained=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(dense=true, empirical_result=true, generated_query_representation=true, generation=true, length_normalization=true, original_query_retained=true, retrieval=true, tf_saturation=true)",SRC_063_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-064,Reciprocal rank fusion outperforms condorcet and individual rank learning methods,https://dl.acm.org/doi/10.1145/1571941.1572114,A,PRIMARY_PAGE_INSPECTED,primary_page,candidate_ids_stable=true;empirical_result=true;k_positive=true;ranks_only=true,"Controlled projection: ranks_only=true, empirical_result=true, candidate_ids_stable=true, k_positive=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(candidate_ids_stable=true, empirical_result=true, k_positive=true, ranks_only=true)",SRC_064_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-065,Precise Zero-Shot Dense Retrieval without Relevance Labels,https://arxiv.org/abs/2212.10496,B,PRIMARY_ABSTRACT_INSPECTED,abstract,dense=true;empirical_result=true;generated_query_representation=true;generation=true;hard_constraints_preserved=true;retrieval=true;verification=true,"Controlled projection: retrieval=true, generation=true, verification=true, dense=true, generated_query_representation=true, empirical_result=true, hard_constraints_preserved=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(dense=true, empirical_result=true, generated_query_representation=true, generation=true, hard_constraints_preserved=true, retrieval=true, verification=true)",SRC_065_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-066,BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models,https://arxiv.org/abs/2104.08663,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;cost=true;empirical_result=true;evaluation=true;length_normalization=true;lexical=true;rerank=true;retrieval=true;tf_saturation=true,"Controlled projection: retrieval=true, lexical=true, tf_saturation=true, length_normalization=true, rerank=true, evaluation=true, benchmark=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, cost=true, empirical_result=true, evaluation=true, length_normalization=true, lexical=true, rerank=true, retrieval=true, tf_saturation=true)",SRC_066_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-067,Term-weighting approaches in automatic text retrieval,https://doi.org/10.1016/0306-4573%2888%2990021-0,A,PRIMARY_PAGE_INSPECTED,primary_page,document_statistics=true;lexical=true;retrieval=true;sparse=true,"Controlled projection: retrieval=true, lexical=true, document_statistics=true, sparse=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(document_statistics=true, lexical=true, retrieval=true, sparse=true)",SRC_067_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-068,SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking,https://arxiv.org/abs/2107.05720,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ann=true;empirical_result=true;inverted_index_compatible=true;learned=true;lexical=true;retrieval=true;sparse=true;tf_saturation=true,"Controlled projection: retrieval=true, sparse=true, lexical=true, tf_saturation=true, learned=true, inverted_index_compatible=true, ann=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ann=true, empirical_result=true, inverted_index_compatible=true, learned=true, lexical=true, retrieval=true, sparse=true, tf_saturation=true)",SRC_068_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-069,Learning Passage Impacts for Inverted Indexes,https://arxiv.org/abs/2104.12016,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;generation=true;inverted_index_compatible=true;learned=true;lexical=true;rerank=true;retrieval=true;sparse=true;term_impact=true,"Controlled projection: retrieval=true, generation=true, lexical=true, inverted_index_compatible=true, rerank=true, empirical_result=true, learned=true, sparse=true, term_impact=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, generation=true, inverted_index_compatible=true, learned=true, lexical=true, rerank=true, retrieval=true, sparse=true, term_impact=true)",SRC_069_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-070,SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval,https://arxiv.org/abs/2109.10086,B,PRIMARY_ABSTRACT_INSPECTED,abstract,ann=true;benchmark=true;distillation=true;empirical_result=true;evaluation=true;generated_query_representation=true;inverted_index_compatible=true;learned=true;lexical=true;ranking_metric=true;retrieval=true;sparse=true,"Controlled projection: retrieval=true, sparse=true, lexical=true, inverted_index_compatible=true, ann=true, generated_query_representation=true, evaluation=true, benchmark=true, ranking_metric=true, empirical_result=true, distillation=true, learned=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ann=true, benchmark=true, distillation=true, empirical_result=true, evaluation=true, generated_query_representation=true, inverted_index_compatible=true, learned=true, lexical=true, ranking_metric=true, retrieval=true, sparse=true)",SRC_070_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-071,Unsupervised Domain Adaptation for Sparse Retrieval by Filling Vocabulary and Word Frequency Gaps,https://aclanthology.org/2022.aacl-main.57/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,document_statistics=true;empirical_result=true;generation=true;length_normalization=true;lexical=true;retrieval=true;sparse=true;tf_saturation=true;verification=true,"Controlled projection: retrieval=true, generation=true, verification=true, sparse=true, lexical=true, document_statistics=true, tf_saturation=true, length_normalization=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(document_statistics=true, empirical_result=true, generation=true, length_normalization=true, lexical=true, retrieval=true, sparse=true, tf_saturation=true, verification=true)",SRC_071_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-072,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,https://arxiv.org/abs/2007.00808,B,PRIMARY_PAGE_INSPECTED,primary_page,ann=true;ann_negative_mining=true;dense=true;retrieval=true,"Controlled projection: retrieval=true, ann=true, ann_negative_mining=true, dense=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(ann=true, ann_negative_mining=true, dense=true, retrieval=true)",SRC_072_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-073,Text Embeddings by Weakly-Supervised Contrastive Pre-training,https://arxiv.org/abs/2212.03533,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;dense=true;embedding_model=true;empirical_result=true;evaluation=true;length_normalization=true;prefix_contract=true;retrieval=true;tf_saturation=true,"Controlled projection: retrieval=true, tf_saturation=true, length_normalization=true, evaluation=true, benchmark=true, embedding_model=true, empirical_result=true, dense=true, prefix_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, dense=true, embedding_model=true, empirical_result=true, evaluation=true, length_normalization=true, prefix_contract=true, retrieval=true, tf_saturation=true)",SRC_073_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-074,Unsupervised Dense Information Retrieval with Contrastive Learning,https://arxiv.org/abs/2112.09118,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;dense=true;empirical_result=true;evaluation=true;length_normalization=true;recall_metric=true;retrieval=true;tf_saturation=true;unsupervised_contrastive=true,"Controlled projection: retrieval=true, dense=true, tf_saturation=true, length_normalization=true, evaluation=true, benchmark=true, recall_metric=true, empirical_result=true, unsupervised_contrastive=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, dense=true, empirical_result=true, evaluation=true, length_normalization=true, recall_metric=true, retrieval=true, tf_saturation=true, unsupervised_contrastive=true)",SRC_074_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-075,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,https://arxiv.org/abs/2112.01488,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;compressed_index=true;compression=true;dense=true;empirical_result=true;evaluation=true;knowledge_intensive=true;late_interaction=true;multi_vector=true;retrieval=true;scalability=true,"Controlled projection: retrieval=true, knowledge_intensive=true, compression=true, multi_vector=true, late_interaction=true, evaluation=true, benchmark=true, scalability=true, empirical_result=true, compressed_index=true, dense=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, compressed_index=true, compression=true, dense=true, empirical_result=true, evaluation=true, knowledge_intensive=true, late_interaction=true, multi_vector=true, retrieval=true, scalability=true)",SRC_075_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-076,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation",https://arxiv.org/abs/2402.03216,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;dense=true;embedding_model=true;empirical_result=true;evaluation=true;multi_vector=true;retrieval=true;sparse=true,"Controlled projection: retrieval=true, dense=true, sparse=true, multi_vector=true, evaluation=true, benchmark=true, embedding_model=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, dense=true, embedding_model=true, empirical_result=true, evaluation=true, multi_vector=true, retrieval=true, sparse=true)",SRC_076_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-077,Leveraging Semantic and Lexical Matching to Improve the Recall of Document Retrieval Systems: A Hybrid Approach,https://arxiv.org/abs/2010.01195,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;lexical=true;recall_metric=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, lexical=true, rerank=true, recall_metric=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, lexical=true, recall_metric=true, rerank=true, retrieval=true)",SRC_077_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-078,An Analysis of Fusion Functions for Hybrid Retrieval,https://arxiv.org/abs/2210.11934,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;lexical=true;normalization_required=true;ranks_only=true;retrieval=true;weights_evaluated=true,"Controlled projection: retrieval=true, lexical=true, ranks_only=true, normalization_required=true, empirical_result=true, weights_evaluated=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, lexical=true, normalization_required=true, ranks_only=true, retrieval=true, weights_evaluated=true)",SRC_078_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-079,Learning Filter-Aware Distance Metrics for Nearest Neighbor Search with Multiple Filters,https://openreview.net/forum?id=dILIRHcYvC,B,PRIMARY_PAGE_INSPECTED,primary_page,filter_aware=true;retrieval=true;verification=true,"Controlled projection: retrieval=true, verification=true, filter_aware=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(filter_aware=true, retrieval=true, verification=true)",SRC_079_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-080,Deduplicating Training Data Makes Language Models Better,https://arxiv.org/abs/2107.06499,B,PRIMARY_ABSTRACT_INSPECTED,abstract,dedup=true;evaluation=true;generation=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, dedup=true, evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(dedup=true, evaluation=true, generation=true, retrieval=true)",SRC_080_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-081,Detecting near-duplicates for web crawling,https://dl.acm.org/doi/10.1145/1242572.1242592,A,PRIMARY_PAGE_INSPECTED,primary_page,approximate_fingerprint=true;dedup=true,"Controlled projection: dedup=true, approximate_fingerprint=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(approximate_fingerprint=true, dedup=true)",SRC_081_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-082,"The use of MMR, diversity-based reranking for reordering documents and producing summaries",https://dl.acm.org/doi/10.1145/290941.291025,A,PRIMARY_PAGE_INSPECTED,primary_page,diversity=true;output_subset=true;rerank=true,"Controlled projection: rerank=true, diversity=true, output_subset=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(diversity=true, output_subset=true, rerank=true)",SRC_082_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-083,IntenT5: Search Result Diversification using Causal Language Models,https://arxiv.org/abs/2108.04026,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;diversity=true;empirical_result=true;evaluation=true;generation=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, rerank=true, diversity=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, diversity=true, empirical_result=true, evaluation=true, generation=true, rerank=true, retrieval=true)",SRC_083_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-084,Passage Re-ranking with BERT,https://arxiv.org/abs/1901.04085,B,PRIMARY_ABSTRACT_INSPECTED,abstract,benchmark=true;candidate_generation=false;diversity=true;empirical_result=true;evaluation=true;generation=true;output_subset=true;reads_candidate_text=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, rerank=true, diversity=true, evaluation=true, benchmark=true, empirical_result=true, candidate_generation=false, output_subset=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(benchmark=true, candidate_generation=false, diversity=true, empirical_result=true, evaluation=true, generation=true, output_subset=true, reads_candidate_text=true, rerank=true, retrieval=true)",SRC_084_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-085,Zero-Shot Listwise Document Reranking with a Large Language Model,https://arxiv.org/abs/2305.02156,B,PRIMARY_ABSTRACT_INSPECTED,abstract,dual_encoder=true;empirical_result=true;generation=true;ids_closed_world=true;listwise=true;reads_candidate_text=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, dual_encoder=true, rerank=true, empirical_result=true, ids_closed_world=true, listwise=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(dual_encoder=true, empirical_result=true, generation=true, ids_closed_world=true, listwise=true, reads_candidate_text=true, rerank=true, retrieval=true)",SRC_085_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
SRC-086,Document Ranking with a Pretrained Sequence-to-Sequence Model,https://arxiv.org/abs/2003.06713,B,PRIMARY_ABSTRACT_INSPECTED,abstract,empirical_result=true;generation=true;output_subset=true;pointwise=true;reads_candidate_text=true;rerank=true;retrieval=true,"Controlled projection: retrieval=true, generation=true, rerank=true, empirical_result=true, output_subset=true, pointwise=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.,"AND(empirical_result=true, generation=true, output_subset=true, pointwise=true, reads_candidate_text=true, rerank=true, retrieval=true)",SRC_086_sourceTheorem,CURATED_CLAIM_POLARITY_PROJECTION,原著タイトル・要旨で著者自身の提案または結果として述べる肯定命題,OpenAI Codex,2026-08-15 JST,The source summary is a formal premise; publication does not make its external-world claim a Lean theorem.
