sentence_id,docs_commit,original_sentence,revised_sentence,semantic_proposition,logical_operator,claim_type,modality,scope,primary_source_ids,source_locator,source_claim_role,supported_atoms,unsupported_atoms,unsupported_relation,appropriateness_verdict,verdict_reason,normative_criteria,exceptions,external_truth_level,action,owner,due_date,unblock_condition,lean_theorem,lean_assurance,axiom_audit,primary_reviewer,primary_review_date,independent_reviewer,independent_review_date,review_status,axis_authority,axis_directness,axis_completeness,axis_claim_polarity,axis_scope,axis_modality,axis_pedagogical_validity,axis_formalization_validity
SENT-1655,52bebecfb2a435d0e7ff2efea557c5799674ded6,文書版とチャンクIDで同一候補を統合します。,本ガイドの基本構成では、文書版とチャンクIDで同一候補を統合します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,4.5.1 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:26),SRC-002;SRC-005;SRC-042;SRC-043;SRC-044,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「文書版とチャンクIDで同一候補を統合します。」は候補資料(SRC-002;SRC-005;SRC-042;SRC-043;SRC-044)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-1668,52bebecfb2a435d0e7ff2efea557c5799674ded6,二つの検索器が同じチャンクを返しても、独立した二件の根拠にはなりません。,本ガイドの基本構成では、二つの検索器が同じチャンクを返しても、独立した二件の根拠にはなりません。,"NOT(AND(ATOM(retrieval=true), ATOM(evidence_support=true)))",NOT,general_technical_claim,ません,4.5.3 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:48),SRC-005;SRC-066;SRC-077;SRC-078,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,evidence_support=true;retrieval=true,,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_RELATION_NOT。「二つの検索器が同じチャンクを返しても、独立した二件の根拠にはなりません。」は候補資料(SRC-005;SRC-066;SRC-077;SRC-078)に直接locatorがなく、一般的事実としてはFAIL_RELATION_NOTが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_RELATION_NOT
SENT-1669,52bebecfb2a435d0e7ff2efea557c5799674ded6,文書ID、文書版ID、チャンクIDを基本として、同一候補を統合します。,本ガイドの基本構成では、文書ID、文書版ID、チャンクIDを基本として、同一候補を統合します。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,4.5.3 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:49),SRC-002;SRC-005;SRC-042;SRC-043;SRC-044,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「文書ID、文書版ID、チャンクIDを基本として、同一候補を統合します。」は候補資料(SRC-002;SRC-005;SRC-042;SRC-043;SRC-044)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-1671,52bebecfb2a435d0e7ff2efea557c5799674ded6,親子チャンク、同内容を載せる別の情報源（ミラー）、言語版、地域版、旧版は関係を持ちます。,本ガイドの基本構成では、親子チャンク、同内容を載せる別の情報源（ミラー）、言語版、地域版、旧版は関係を持ちます。,UNFORMALIZED,UNFORMALIZED,general_technical_claim,UNCLASSIFIED,4.5.3 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:52),SRC-002;SRC-005;SRC-042;SRC-043;SRC-044,UNVERIFIED_CANDIDATE_URL_ONLY,BACKGROUND_CITATION,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=BACKGROUND_CITATIONとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNFORMALIZED。「親子チャンク、同内容を載せる別の情報源（ミラー）、言語版、地域版、旧版は関係を持ちます。」は候補資料(SRC-002;SRC-005;SRC-042;SRC-043;SRC-044)に直接locatorがなく、一般的事実としてはFAIL_UNFORMALIZEDが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,BACKGROUND_CITATION,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNFORMALIZED
SENT-1676,52bebecfb2a435d0e7ff2efea557c5799674ded6,相互順位統合（Reciprocal Rank Fusion：RRF）は、各順位一覧での順位から候補の統合スコアを計算します。,本ガイドの基本構成では、相互順位統合（Reciprocal Rank Fusion：RRF）は、各順位一覧での順位から候補の統合スコアを計算します。,UNFORMALIZED,UNFORMALIZED,concrete_technology_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:61),SRC-064,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_UNFORMALIZED。「相互順位統合（Reciprocal Rank Fusion：RRF）は、各順位一覧での順位から候補の統合スコアを計算します。」の候補資料(SRC-064)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_UNFORMALIZED、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_UNFORMALIZED
SENT-1678,52bebecfb2a435d0e7ff2efea557c5799674ded6,BM25スコアとコサイン類似度の尺度を直接揃える必要がありません。,本ガイドの基本構成では、BM25スコアとコサイン類似度の尺度を直接揃える必要がありません。,NOT(ATOM(cosine_compatible=true)),NOT,concrete_technology_claim,必要;ません,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:63),SRC-005,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,cosine_compatible=true,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_RELATION_NOT。「BM25スコアとコサイン類似度の尺度を直接揃える必要がありません。」の候補資料(SRC-005)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_RELATION_NOT、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_RELATION_NOT
SENT-1679,52bebecfb2a435d0e7ff2efea557c5799674ded6,RRFの原論文は、複数の順位付け結果を単純な式で統合し、評価した条件で個別方式や他の統合法を上回る結果を報告しました。,複数の順位付け結果を単純な式で統合し、評価した条件で個別方式や他の統合法を上回る結果が対象データでも再現するかを、同じ比較条件と指標で確認します。,"AND(ATOM(evaluation=true), ATOM(empirical_result=true))",AND,externally_cited_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:65),SRC-064,UNVERIFIED_CANDIDATE_URL_ONLY,EMPIRICAL_RESULT,empirical_result=true,evaluation=true,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=evaluation=true; 主張極性=EMPIRICAL_RESULTとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:evaluation=true。「RRFの原論文は、複数の順位付け結果を単純な式で統合し、評価した条件で個別方式や他の統合法を上回る結果を報告しました。」の候補資料(SRC-064)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_UNSUPPORTED_ATOMS:evaluation=true、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:evaluation=true,EMPIRICAL_RESULT,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_UNSUPPORTED_ATOMS:evaluation=true
SENT-1680,52bebecfb2a435d0e7ff2efea557c5799674ded6,結果は入力する順位一覧、検索深度、定数 k に依存します。,本ガイドの基本構成では、結果は入力する順位一覧、検索深度、定数 k に依存します。,"AND(ATOM(retrieval=true), ATOM(empirical_result=true))",AND,empirical_or_research_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:66),SRC-064,UNVERIFIED_CANDIDATE_URL_ONLY,EMPIRICAL_RESULT,empirical_result=true,retrieval=true,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=retrieval=true; 主張極性=EMPIRICAL_RESULTとして再分類; スコープ=PASS_AFTER_TEST_SCOPE_QUALIFICATION; モダリティ=PASS_AFTER_HYPOTHESIS_QUALIFIER; 教材妥当性=PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:retrieval=true。「結果は入力する順位一覧、検索深度、定数 k に依存します。」は候補資料(SRC-064)に直接locatorがなく、一般的事実としてはFAIL_UNSUPPORTED_ATOMS:retrieval=trueが残る。原文の対象と作用を維持したまま、本ガイドの構成または対象データでの検証へスコープを限定すれば教材上の検討事項を保持できる。,,,UNVERIFIED,原文をrevised_sentenceへ置換し、対象データ、比較条件、観測指標、合否閾値を同じ節に追記する。検証後に限り事実表現へ戻し、意味を保存して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:retrieval=true,EMPIRICAL_RESULT,PASS_AFTER_TEST_SCOPE_QUALIFICATION,PASS_AFTER_HYPOTHESIS_QUALIFIER,PASS_AS_EXPLICIT_TESTABLE_HYPOTHESIS,FAIL_UNSUPPORTED_ATOMS:retrieval=true
SENT-1683,52bebecfb2a435d0e7ff2efea557c5799674ded6,図4-6は、左側の疎検索と密検索が作った二つの順位表を、右へ向かって統合する流れです。,本ガイドでは、図4-6を「左側の疎検索と密検索が作った二つの順位表を、右へ向かって統合する流れ」として用います。,"AND(AND(ATOM(sparse=true), ATOM(dense=true)), ATOM(retrieval=true))",AND,general_technical_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:71),SRC-078,NOT_APPLICABLE_LOCAL_NORM,DEFINITION_OR_SPEC,retrieval=true,dense=true;sparse=true,,APPROPRIATE_NORMATIVE,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=dense=true;sparse=true; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_LOCAL_GUIDE_SCOPE; モダリティ=PASS_AFTER_DEFINITION_QUALIFIER; 教材妥当性=PASS_AFTER_LOCAL_DEFINITION_QUALIFIER; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:dense=true;sparse=true。一般的事実としての権威性・直接性は候補URLだけでは確認できないが、ガイド内の操作的定義へスコープを限定すれば、強い外的真偽を主張せず教材上の役割を保てる。形式面ではFAIL_UNSUPPORTED_ATOMS:dense=true;sparse=trueが残る。,用語を本ガイド内で一貫して用い、外部仕様上の定義と区別すること,公式標準または製品仕様に別定義がある場合は名称と版を併記し、その定義を優先する,NOT_APPLICABLE,原文をrevised_sentenceへ置換し、用語集と本文で同じ操作的定義を使用して再形式化する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:dense=true;sparse=true,DEFINITION_OR_SPEC,PASS_AFTER_LOCAL_GUIDE_SCOPE,PASS_AFTER_DEFINITION_QUALIFIER,PASS_AFTER_LOCAL_DEFINITION_QUALIFIER,FAIL_UNSUPPORTED_ATOMS:dense=true;sparse=true
SENT-1685,52bebecfb2a435d0e7ff2efea557c5799674ded6,再順位付けはその後に候補本文を読み直す別工程であり、RRFと役割が異なります。,本ガイドの基本構成では、再順位付けはその後に候補本文を読み直す別工程であり、RRFと役割が異なります。,"NOT(AND(ATOM(rerank=true), ATOM(reads_candidate_text=true)))",NOT,concrete_technology_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:73),SRC-064,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,reads_candidate_text=true;rerank=true,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_RELATION_NOT。「再順位付けはその後に候補本文を読み直す別工程であり、RRFと役割が異なります。」の候補資料(SRC-064)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_RELATION_NOT、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_RELATION_NOT
SENT-1687,52bebecfb2a435d0e7ff2efea557c5799674ded6,元スコアを使う統合では、BM25とコサイン類似度を未調整のまま加算しません。,本ガイドの基本構成では、元スコアを使う統合では、BM25とコサイン類似度を未調整のまま加算しません。,NOT(ATOM(cosine_compatible=true)),NOT,concrete_technology_claim,ません,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:80),SRC-005,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,cosine_compatible=true,NOT,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=関係NOT自体の根拠未確認; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_RELATION_NOT。「元スコアを使う統合では、BM25とコサイン類似度を未調整のまま加算しません。」の候補資料(SRC-005)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_RELATION_NOT、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_RELATION_NOT,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_RELATION_NOT
SENT-1688,52bebecfb2a435d0e7ff2efea557c5799674ded6,BM25は質問と文書集合によって広い値を取り、コサイン類似度は別の範囲と分布を持ちます。,本ガイドの基本構成では、BM25は質問と文書集合によって広い値を取り、コサイン類似度は別の範囲と分布を持ちます。,ATOM(cosine_compatible=true),ATOM,concrete_technology_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:81),SRC-005,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,cosine_compatible=true,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=cosine_compatible=true; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_UNSUPPORTED_ATOMS:cosine_compatible=true。「BM25は質問と文書集合によって広い値を取り、コサイン類似度は別の範囲と分布を持ちます。」の候補資料(SRC-005)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_UNSUPPORTED_ATOMS:cosine_compatible=true、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNSUPPORTED_ATOMS:cosine_compatible=true,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_UNSUPPORTED_ATOMS:cosine_compatible=true
SENT-1689,52bebecfb2a435d0e7ff2efea557c5799674ded6,最小・最大、標準得点、順位への変換などの正規化があります。,本ガイドの基本構成では、最小・最大、標準得点、順位への変換などの正規化があります。,UNFORMALIZED,UNFORMALIZED,concrete_technology_claim,UNCLASSIFIED,4.5.4 (docs/4.質問に合う根拠を探す/4.5.Hybrid retrieval.md:83),SRC-078,UNVERIFIED_CANDIDATE_URL_ONLY,DEFINITION_OR_SPEC,,,,REWRITE_REQUIRED,権威性=候補一次資料のみ; 直接性=locator未確認; 網羅性=未支持atom=none-explicit; 主張極性=DEFINITION_OR_SPECとして再分類; スコープ=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE; モダリティ=PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING; 教材妥当性=PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER; 形式化妥当性=FAIL_UNFORMALIZED。「最小・最大、標準得点、順位への変換などの正規化があります。」の候補資料(SRC-078)はURL単位で、節・ページ・表・API見出しを独立に確認できていない。現文のFAIL_UNFORMALIZED、版・実験条件、資料内極性を断定せず、具体的な製品前提・ローカル定義・再現試験へ限定すれば教材内容を保持できる。,,,UNVERIFIED,原文をrevised_sentenceの具体文へ置換する。製品文は利用時点のregion/versionを受入条件へ追加し、研究文は同じ指標・比較条件で再現確認する。事実表現へ戻す場合は直接locatorを再監査する。,,,,,INCONCLUSIVE,NOT_APPLICABLE_UNPROVED,,,codex-independent-wave4,2026-08-15,INDEPENDENT_REVIEW_COMPLETE,PARTIAL_CANDIDATE_SOURCE_ONLY,FAIL_NO_DIRECT_LOCATOR,FAIL_UNFORMALIZED,DEFINITION_OR_SPEC,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_SCOPE,PASS_AFTER_CONDITIONAL_OR_REPRODUCTION_WORDING,PASS_AFTER_CONCRETE_VERSION_OR_EXPERIMENT_QUALIFIER,FAIL_UNFORMALIZED
