source_id,title,url,trust_tier,inspection_status,evidence_scope,formal_atoms,projection_summary,retrieval_date,notes
SRC-065,Precise Zero-Shot Dense Retrieval without Relevance Labels,https://arxiv.org/abs/2212.10496,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;dense=true;generated_query_representation=true;empirical_result=true;hard_constraints_preserved=true,"Controlled projection: retrieval=true, generation=true, verification=true, dense=true, generated_query_representation=true, empirical_result=true, hard_constraints_preserved=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-066,BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models,https://arxiv.org/abs/2104.08663,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;lexical=true;tf_saturation=true;length_normalization=true;rerank=true;evaluation=true;benchmark=true;cost=true;empirical_result=true,"Controlled projection: retrieval=true, lexical=true, tf_saturation=true, length_normalization=true, rerank=true, evaluation=true, benchmark=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-067,Term-weighting approaches in automatic text retrieval,https://doi.org/10.1016/0306-4573%2888%2990021-0,A,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;lexical=true;document_statistics=true;sparse=true,"Controlled projection: retrieval=true, lexical=true, document_statistics=true, sparse=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-068,SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking,https://arxiv.org/abs/2107.05720,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;sparse=true;lexical=true;tf_saturation=true;learned=true;inverted_index_compatible=true;ann=true;empirical_result=true,"Controlled projection: retrieval=true, sparse=true, lexical=true, tf_saturation=true, learned=true, inverted_index_compatible=true, ann=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-069,Learning Passage Impacts for Inverted Indexes,https://arxiv.org/abs/2104.12016,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;lexical=true;inverted_index_compatible=true;rerank=true;empirical_result=true;learned=true;sparse=true;term_impact=true,"Controlled projection: retrieval=true, generation=true, lexical=true, inverted_index_compatible=true, rerank=true, empirical_result=true, learned=true, sparse=true, term_impact=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-070,SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval,https://arxiv.org/abs/2109.10086,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;sparse=true;lexical=true;inverted_index_compatible=true;ann=true;generated_query_representation=true;evaluation=true;benchmark=true;ranking_metric=true;empirical_result=true;distillation=true;learned=true,"Controlled projection: retrieval=true, sparse=true, lexical=true, inverted_index_compatible=true, ann=true, generated_query_representation=true, evaluation=true, benchmark=true, ranking_metric=true, empirical_result=true, distillation=true, learned=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-071,Unsupervised Domain Adaptation for Sparse Retrieval by Filling Vocabulary and Word Frequency Gaps,https://aclanthology.org/2022.aacl-main.57/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;sparse=true;lexical=true;document_statistics=true;tf_saturation=true;length_normalization=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, verification=true, sparse=true, lexical=true, document_statistics=true, tf_saturation=true, length_normalization=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-072,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,https://arxiv.org/abs/2007.00808,B,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;ann=true;ann_negative_mining=true;dense=true,"Controlled projection: retrieval=true, ann=true, ann_negative_mining=true, dense=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-073,Text Embeddings by Weakly-Supervised Contrastive Pre-training,https://arxiv.org/abs/2212.03533,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;tf_saturation=true;length_normalization=true;evaluation=true;benchmark=true;embedding_model=true;empirical_result=true;dense=true;prefix_contract=true,"Controlled projection: retrieval=true, tf_saturation=true, length_normalization=true, evaluation=true, benchmark=true, embedding_model=true, empirical_result=true, dense=true, prefix_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-074,Unsupervised Dense Information Retrieval with Contrastive Learning,https://arxiv.org/abs/2112.09118,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;dense=true;tf_saturation=true;length_normalization=true;evaluation=true;benchmark=true;recall_metric=true;empirical_result=true;unsupervised_contrastive=true,"Controlled projection: retrieval=true, dense=true, tf_saturation=true, length_normalization=true, evaluation=true, benchmark=true, recall_metric=true, empirical_result=true, unsupervised_contrastive=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-075,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,https://arxiv.org/abs/2112.01488,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;knowledge_intensive=true;compression=true;multi_vector=true;late_interaction=true;evaluation=true;benchmark=true;scalability=true;empirical_result=true;compressed_index=true;dense=true,"Controlled projection: retrieval=true, knowledge_intensive=true, compression=true, multi_vector=true, late_interaction=true, evaluation=true, benchmark=true, scalability=true, empirical_result=true, compressed_index=true, dense=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-076,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings Through Self-Knowledge Distillation",https://arxiv.org/abs/2402.03216,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;dense=true;sparse=true;multi_vector=true;evaluation=true;benchmark=true;embedding_model=true;empirical_result=true,"Controlled projection: retrieval=true, dense=true, sparse=true, multi_vector=true, evaluation=true, benchmark=true, embedding_model=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-077,Leveraging Semantic and Lexical Matching to Improve the Recall of Document Retrieval Systems: A Hybrid Approach,https://arxiv.org/abs/2010.01195,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;lexical=true;rerank=true;recall_metric=true;empirical_result=true,"Controlled projection: retrieval=true, lexical=true, rerank=true, recall_metric=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-078,An Analysis of Fusion Functions for Hybrid Retrieval,https://arxiv.org/abs/2210.11934,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;lexical=true;ranks_only=true;normalization_required=true;empirical_result=true;weights_evaluated=true,"Controlled projection: retrieval=true, lexical=true, ranks_only=true, normalization_required=true, empirical_result=true, weights_evaluated=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-079,Learning Filter-Aware Distance Metrics for Nearest Neighbor Search with Multiple Filters,https://openreview.net/forum?id=dILIRHcYvC,B,PRIMARY_PAGE_INSPECTED,primary_page,retrieval=true;verification=true;filter_aware=true,"Controlled projection: retrieval=true, verification=true, filter_aware=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-080,Deduplicating Training Data Makes Language Models Better,https://arxiv.org/abs/2107.06499,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;dedup=true;evaluation=true,"Controlled projection: retrieval=true, generation=true, dedup=true, evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-081,Detecting near-duplicates for web crawling,https://dl.acm.org/doi/10.1145/1242572.1242592,A,PRIMARY_PAGE_INSPECTED,primary_page,dedup=true;approximate_fingerprint=true,"Controlled projection: dedup=true, approximate_fingerprint=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-082,"The use of MMR, diversity-based reranking for reordering documents and producing summaries",https://dl.acm.org/doi/10.1145/290941.291025,A,PRIMARY_PAGE_INSPECTED,primary_page,rerank=true;diversity=true;output_subset=true,"Controlled projection: rerank=true, diversity=true, output_subset=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-083,IntenT5: Search Result Diversification using Causal Language Models,https://arxiv.org/abs/2108.04026,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;rerank=true;diversity=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, rerank=true, diversity=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-084,Passage Re-ranking with BERT,https://arxiv.org/abs/1901.04085,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;rerank=true;diversity=true;evaluation=true;benchmark=true;empirical_result=true;candidate_generation=false;output_subset=true;reads_candidate_text=true,"Controlled projection: retrieval=true, generation=true, rerank=true, diversity=true, evaluation=true, benchmark=true, empirical_result=true, candidate_generation=false, output_subset=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-085,Zero-Shot Listwise Document Reranking with a Large Language Model,https://arxiv.org/abs/2305.02156,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;dual_encoder=true;rerank=true;empirical_result=true;ids_closed_world=true;listwise=true;reads_candidate_text=true,"Controlled projection: retrieval=true, generation=true, dual_encoder=true, rerank=true, empirical_result=true, ids_closed_world=true, listwise=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-086,Document Ranking with a Pretrained Sequence-to-Sequence Model,https://arxiv.org/abs/2003.06713,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;rerank=true;empirical_result=true;output_subset=true;pointwise=true;reads_candidate_text=true,"Controlled projection: retrieval=true, generation=true, rerank=true, empirical_result=true, output_subset=true, pointwise=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-087,RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses,https://arxiv.org/abs/2210.10634,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;empirical_result=true;output_subset=true;ranking_loss=true;reads_candidate_text=true,"Controlled projection: retrieval=true, generation=true, empirical_result=true, output_subset=true, ranking_loss=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-088,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,https://arxiv.org/abs/2304.09542,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;rerank=true;evaluation=true;benchmark=true;llm_judge=true;empirical_result=true;ids_closed_world=true;listwise=true;reads_candidate_text=true,"Controlled projection: retrieval=true, generation=true, verification=true, rerank=true, evaluation=true, benchmark=true, llm_judge=true, empirical_result=true, ids_closed_world=true, listwise=true, reads_candidate_text=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-089,RECOMP: Improving Retrieval-Augmented LMs with Compression and Selective Augmentation,https://arxiv.org/abs/2310.04408,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;open_domain_qa=true;compression=true;context_compression=true;evaluation=true;cost=true;empirical_result=true;provenance_mapping_required=true,"Controlled projection: rag=true, retrieval=true, generation=true, open_domain_qa=true, compression=true, context_compression=true, evaluation=true, cost=true, empirical_result=true, provenance_mapping_required=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-090,RAGTruth: A Hallucination Corpus for Developing Trustworthy Retrieval-Augmented Language Models,https://arxiv.org/abs/2401.00396,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;hallucination=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-091,LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models,https://arxiv.org/abs/2310.05736,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;compression=true;cost=true;empirical_result=true;protected_tokens_required=true,"Controlled projection: retrieval=true, generation=true, compression=true, cost=true, empirical_result=true, protected_tokens_required=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-092,LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression,https://arxiv.org/abs/2310.06839,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;compression=true;long_context=true;evaluation=true;benchmark=true;latency=true;cost=true;question_aware=true,"Controlled projection: retrieval=true, generation=true, compression=true, long_context=true, evaluation=true, benchmark=true, latency=true, cost=true, question_aware=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-093,Compressing Context to Enhance Inference Efficiency of Large Language Models,https://arxiv.org/abs/2310.06201,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;compression=true;context_compression=true;long_context=true;latency=true;cost=true;empirical_result=true;question_independent=true,"Controlled projection: retrieval=true, generation=true, compression=true, context_compression=true, long_context=true, latency=true, cost=true, empirical_result=true, question_independent=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-094,FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation,https://arxiv.org/abs/2305.14251,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;factuality=true;evaluation=true;human_evaluation=true;cost=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, factuality=true, evaluation=true, human_evaluation=true, cost=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-095,Attention Sorting Combats Recency Bias In Long Context Language Models,https://arxiv.org/abs/2310.01427,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;long_context=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, long_context=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-096,Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,https://arxiv.org/abs/2302.12173,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;security=true;prompt_injection=true,"Controlled projection: retrieval=true, generation=true, security=true, prompt_injection=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-097,Corrective Retrieval Augmented Generation,https://arxiv.org/abs/2401.15884,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;parametric_memory=true;hallucination=true;security=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, parametric_memory=true, hallucination=true, security=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-098,RefChecker: Reference-based Fine-grained Hallucination Checker and Benchmark for Large Language Models,https://arxiv.org/abs/2405.14486,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;hallucination=true;evaluation=true;benchmark=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, hallucination=true, evaluation=true, benchmark=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-099,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,https://arxiv.org/abs/2005.11401,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;parametric_memory=true;nonparametric_memory=true;knowledge_intensive=true;open_domain_qa=true;evaluation=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, parametric_memory=true, nonparametric_memory=true, knowledge_intensive=true, open_domain_qa=true, evaluation=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-100,Teaching language models to support answers with verified quotes,https://arxiv.org/abs/2203.11147,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;citation=true;factuality=true;hallucination=true;evidence_support=true;evaluation=true;human_evaluation=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, citation=true, factuality=true, hallucination=true, evidence_support=true, evaluation=true, human_evaluation=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-101,Know What You Don't Know: Unanswerable Questions for SQuAD,https://arxiv.org/abs/1806.03822,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;unanswerable=true;answerability=true,"Controlled projection: retrieval=true, generation=true, unanswerable=true, answerability=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-102,Measuring Attribution in Natural Language Generation Models,https://arxiv.org/abs/2112.12870,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;attribution=true;evaluation=true;human_evaluation=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, attribution=true, evaluation=true, human_evaluation=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-103,Chain-of-Verification Reduces Hallucination in Large Language Models,https://arxiv.org/abs/2309.11495,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;hallucination=true;verification=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, hallucination=true, verification=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-104,"RARR: Researching and Revising What Language Models Say, Using Language Models",https://arxiv.org/abs/2210.08726,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;attribution=true;evidence_support=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, attribution=true, evidence_support=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-105,Evaluation of Retrieval-Augmented Generation: A Survey,https://arxiv.org/abs/2405.07437,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;evaluation=true;benchmark=true,"Controlled projection: rag=true, retrieval=true, generation=true, evaluation=true, benchmark=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-106,ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems,https://arxiv.org/abs/2311.09476,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;knowledge_intensive=true;evaluation=true;dimension_contract=true,"Controlled projection: rag=true, retrieval=true, generation=true, knowledge_intensive=true, evaluation=true, dimension_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-107,RAGGED: Towards Informed Design of Scalable and Stable RAG Systems,https://arxiv.org/abs/2403.09040,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;multi_hop=true;rerank=true;evaluation=true;scalability=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, multi_hop=true, rerank=true, evaluation=true, scalability=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-108,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,https://aclanthology.org/2020.acl-main.442/,A,PRIMARY_ABSTRACT_INSPECTED,abstract,generation=true;verification=true;evaluation=true,"Controlled projection: generation=true, verification=true, evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-109,Benchmarking Large Language Models in Retrieval-Augmented Generation,https://arxiv.org/abs/2309.01431,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;hallucination=true;evaluation=true;benchmark=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, evaluation=true, benchmark=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-110,RAGChecker: A Fine-grained Framework for Diagnosing Retrieval-Augmented Generation,https://arxiv.org/abs/2408.08067,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;evaluation=true;modular=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, evaluation=true, modular=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-111,Cumulated gain-based evaluation of IR techniques,https://doi.org/10.1145/582415.582418,A,PRIMARY_PAGE_INSPECTED,primary_page,evaluation=true;ranking_metric=true,"Controlled projection: evaluation=true, ranking_metric=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-112,Ragas: Automated Evaluation of Retrieval Augmented Generation,https://arxiv.org/abs/2309.15217,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;hallucination=true;evaluation=true;dimension_contract=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, evaluation=true, dimension_contract=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-113,G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment,https://arxiv.org/abs/2303.16634,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;diversity=true;evaluation=true;human_evaluation=true;llm_judge=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, diversity=true, evaluation=true, human_evaluation=true, llm_judge=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-114,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,https://arxiv.org/abs/2306.05685,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;verification=true;evaluation=true;benchmark=true;llm_judge=true;scalability=true,"Controlled projection: retrieval=true, generation=true, verification=true, evaluation=true, benchmark=true, llm_judge=true, scalability=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-115,HAGRID: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution,https://arxiv.org/abs/2307.16883,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;citation=true;attribution=true;evaluation=true;benchmark=true;human_evaluation=true,"Controlled projection: retrieval=true, generation=true, citation=true, attribution=true, evaluation=true, benchmark=true, human_evaluation=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-116,ReAct: Synergizing Reasoning and Acting in Language Models,https://arxiv.org/abs/2210.03629,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;external_knowledge=true;hallucination=true;verification=true;evaluation=true;benchmark=true;tool_use=true;bedrock_kb=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, external_knowledge=true, hallucination=true, verification=true, evaluation=true, benchmark=true, tool_use=true, bedrock_kb=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-117,Practical guide to controlled experiments on the web,https://doi.org/10.1145/1281192.1281295,A,PRIMARY_PAGE_INSPECTED,primary_page,ab_testing=true;empirical_result=true,"Controlled projection: ab_testing=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-118,The protection of information in computer systems,https://doi.org/10.1109/PROC.1975.9939,A,PRIMARY_PAGE_INSPECTED,primary_page,,No controlled atom recognized,2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-119,Curator: Efficient Indexing for Multi-Tenant Vector Databases,https://arxiv.org/abs/2401.07119,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;evaluation=true;multi_tenant=true;metadata_filter=true,"Controlled projection: retrieval=true, evaluation=true, multi_tenant=true, metadata_filter=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-120,"Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrieval and Tool Use",https://arxiv.org/abs/2605.05287,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;evaluation=true;latency=true;cost=true;authorization=true;multi_tenant=true;security=true;tool_use=true,"Controlled projection: rag=true, retrieval=true, generation=true, evaluation=true, latency=true, cost=true, authorization=true, multi_tenant=true, security=true, tool_use=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-121,Feedback-Guided Extraction of Knowledge Base from Retrieval-Augmented LLM Applications,https://arxiv.org/abs/2411.14110,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;external_knowledge=true;security=true;bedrock_kb=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, external_knowledge=true, security=true, bedrock_kb=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-122,Generating Is Believing: Membership Inference Attacks against Retrieval-Augmented Generation,https://arxiv.org/abs/2406.19234,B,PRIMARY_ABSTRACT_INSPECTED,abstract,rag=true;retrieval=true;generation=true;hallucination=true;security=true;privacy=true;membership_inference=true;empirical_result=true,"Controlled projection: rag=true, retrieval=true, generation=true, hallucination=true, security=true, privacy=true, membership_inference=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-123,Extracting Training Data from Large Language Models,https://www.usenix.org/conference/usenixsecurity21/presentation/carlini-extracting,A,PRIMARY_PAGE_INSPECTED,primary_page,generation=true;evaluation=true;security=true;privacy=true;training_data_extraction=true,"Controlled projection: generation=true, evaluation=true, security=true, privacy=true, training_data_extraction=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-124,Analyzing Leakage of Personally Identifiable Information in Language Models,https://arxiv.org/abs/2302.00539,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;evaluation=true;security=true;privacy=true;membership_inference=true;differential_privacy=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, evaluation=true, security=true, privacy=true, membership_inference=true, differential_privacy=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-125,Deep Learning with Differential Privacy,https://arxiv.org/abs/1607.00133,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;cost=true;privacy=true;differential_privacy=true;empirical_result=true,"Controlled projection: retrieval=true, cost=true, privacy=true, differential_privacy=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-126,Prompt Injection attack against LLM-integrated Applications,https://arxiv.org/abs/2306.05499,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;security=true;prompt_injection=true,"Controlled projection: retrieval=true, generation=true, security=true, prompt_injection=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
SRC-127,StruQ: Defending Against Prompt Injection with Structured Queries,https://arxiv.org/abs/2402.06363,B,PRIMARY_ABSTRACT_INSPECTED,abstract,retrieval=true;generation=true;security=true;prompt_injection=true;empirical_result=true,"Controlled projection: retrieval=true, generation=true, security=true, prompt_injection=true, empirical_result=true",2026-08-15,Primary-source text is not reproduced; only a controlled-vocabulary projection is retained.
